Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.121603620045595,-0.0284052115613932,-0.0734810004992979,-0.0686662119157628,-0.0523767271552282,0.0405268892260381,0.133727781435023,0.126664340279044,0.0485933862498549,0.0599876651546732,0.162456320242469,0.259518212115074,0.330671401713551,0.333166395661953,0.337707376243322,0.520962181078711,0.565926341934592,0.415564969331455,0.363162523600756,0.330886246186545,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.275481733409308,0.328645158919929,0.443466054321374,0.587547590258978,0.535079062079429,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.429153163832595,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5818553,..
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,6.58468575071283,4.35470501891022,2.71889709161795,2.19012621392814,3.05467857340194,4.71354520274137,6.53615535850412,7.61865975549225,7.59079076836568,6.38265461712827,4.59837980780226,2.74748706348193,1.3438312448475,0.557903889554882,0.62392363972092,1.28071587067944,2.08258118144379,2.63852420014128,2.92268921825227,2.82711712920503,2.48453938320589,2.1276151572494,1.88213726849307,1.68584150488119,1.56242157906834,1.49868676966306,1.43352412417316,1.36100909979379,1.34506152572156,1.39463791752428,1.48382149291687,1.59118095420693,1.67989965257575,1.73085844776799,1.72878548886057,1.68780890005577,1.64063785072582,1.59996238151791,1.5578736070438,1.51518050206022,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,358960,374937,385271,393802,406017,425613,454361,490330,528999,563864,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,783254,794563,805451,816358,827823,840198,853674,868136,883293,898696,913993,929112,944097,958920,973560,..
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.477810703480305,-0.00663909230573765,-0.407153683969202,-0.695720130910551,-0.852136158010726,-0.884046777098082,-0.916745136125531,-0.957236746480187,-0.886409159345062,-0.683433341250003,-0.430772512927054,-0.0639236347436848,0.24127518481589,0.406012936173709,0.298856954467564,0.0773879496343779,-0.228114494063234,-0.476208198477334,-0.588136710664332,-0.499929622855476,-0.26526165319198,0.0157920049714146,0.252333500675106,0.375883875826444,0.401475461310187,0.293677634088247,0.182581239197081,0.108823935043458,0.0451907197251668,0.0338796428938415,0.0381008831313621,0.0535988841696068,0.0690719715087032,0.0718406014797147,0.0971140321642927,0.13776817766526,0.174047345501049,0.211536519885842,0.233431051672096,0.255171542527292,..
Dominica,DMA,"Population, total",SP.POP.TOTL,75314,75309,75003,74483,73851,73201,72533,71842,71208,70723,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,70589,70718,70795,70827,70851,70878,70916,70965,71016,71085,71183,71307,71458,71625,71808,..
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,2.30287586656048,2.24854181487841,2.19709814516127,2.15034561263221,2.10842571829361,2.0704877251709,2.03254924586447,1.99559481534877,1.96437312917503,1.93994697693324,1.91927672258482,1.90113920894114,1.87941140249961,1.84723140852484,1.80231363274311,1.74861453631655,1.69311570947364,1.64177291817017,1.59547322258036,1.55649071336596,1.52296747260303,1.49130568852201,1.45900871469339,1.42636748325123,1.39277050072613,1.35919569180063,1.32595716304608,1.29517850531645,1.26845777888478,1.24680545504647,1.22858407412758,1.21066679019397,1.1922778865585,1.17436864265973,1.15720555233927,1.1395712804884,1.12250925652118,1.10362839144472,1.07884114802307,1.04646051306009,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,5803927,5935909,6067770,6199661,6331764,6464229,6596962,6729933,6863441,6997888,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,9097257,9218686,9338861,9458075,9576737,9695121,9813210,9930911,10048224,10165178,10281680,10397743,10513131,10627165,10738958,..
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2.60092826576625,2.57588945615978,2.55019992542966,2.5268118288167,2.5060539596511,2.48647464470227,2.46616498407695,2.44378920110027,2.41966092500116,2.39324358392838,2.36441135633728,2.33345107379335,2.29996030521935,2.26360420151897,2.22418665576831,2.1816226307308,2.14159625006763,2.09926902077103,2.045603523744,1.97782764272879,1.90274208191223,1.82491324870352,1.75610346809628,1.70646301299709,1.68148621777114,1.67356421225984,1.67502618349395,1.67286658560789,1.65916364661181,1.62872022490165,1.58934821711931,1.53872478994252,1.4989479976467,1.49688622256213,1.54374076681472,1.61788847178684,1.70688086036312,1.76853864758869,1.76561120074764,1.6792131785026,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,7989186,8197652,8409397,8624594,8843462,9066109,9292474,9522360,9755579,9991870,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,16212020,16491115,16785361,17084357,17373662,..
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.43449888628779,2.48800942138754,2.53335870989195,2.57740756676801,2.61978285066535,2.65391456415478,2.69114455556615,2.70859935064731,2.6712535559355,2.56870685159662,2.42664568808605,2.27217434089724,2.14023229084501,2.04793304044824,2.00896413799351,2.00643792500701,2.01315144605985,2.00894270733011,1.99560160799033,1.96740226061863,1.93038262324663,1.90113636122764,1.88145001759973,1.85861272347134,1.8313338423086,1.80570750612698,1.7718554380712,1.75170474972843,1.77868623279128,1.8644700379983,1.98478311232528,2.11378528779055,2.21474217819532,2.26794068600828,2.25924945014943,2.20703865785673,2.14522549036526,2.09083471976459,2.03326217641077,1.97628434808829,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,43309063,44400113,45539296,46728286,47968642,49258732,50602354,51991700,53399246,54788685,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,92442547,94447072,96442593,98423595,100388073,..
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,1.75795976011316,1.62531293189987,1.50780945160543,1.41852385382844,1.36629254261541,1.34123257647867,1.31862373839055,1.29498974178872,1.28887614950675,1.30307258742945,1.32709648358377,1.35918258173883,1.37799931703617,1.35979650520381,1.29280556058973,1.19175507788893,1.08386083917365,0.98540332535637,0.891911343726708,0.808774881115563,0.734526453073739,0.661368331942275,0.590961101120553,0.534300885856097,0.494597639913435,0.469132818885638,0.44967228285483,0.433493448636915,0.424169674702965,0.421858397947651,0.424404000586413,0.430725951435546,0.439491726841699,0.450208945928956,0.46266370188661,0.475363827681707,0.489210768357071,0.501858163165851,0.509367035813322,0.509683301933842,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,4591134,4666364,4737257,4804935,4871035,4936807,5002336,5067537,5133274,5200602,5270079,5342198,5416323,5490477,5561919,5628600,5689938,5746284,5797765,5844846,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744,6453553,..
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,3.23217994132776,5.61878897608692,7.38253239162163,7.9578299370825,7.30162694948212,6.01816866253752,4.68926260266444,3.71264068736586,3.08016462543474,2.90920625267097,3.04404182668269,3.20786718023005,3.27553174792612,3.37892333808695,3.4962440081186,3.62179469198658,3.76987248671701,3.91701608017251,4.02482923490195,4.08348862959471,4.11034407211008,4.11821520975398,4.14275742921152,4.20567418818264,4.3159618749839,4.44483058882067,4.55884591201744,4.63180705817458,4.65491127765875,4.62611968562594,4.55738241662595,4.4777414419273,4.39486317198268,4.29197721835041,4.17245490625393,4.0420301414799,3.91123234744071,3.78071654676193,3.6545067728316,3.528524074108,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,249929,264374,284630,308206,331552,352118,369023,382981,394961,406620,419188,432853,447266,462637,479098,496768,515853,536460,558492,581770,606181,631666,658384,686664,716949,749535,784496,821687,860840,901599,943639,986853,1031191,1076413,1122276,1168568,1215179,1262001,1308974,1355986,..
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2.89583362035759,2.90784185187283,2.88650022332665,2.88345747508821,2.90606796475268,2.91810423625872,2.99167179648863,2.98804544759916,2.69817600494439,2.06204357188858,1.22555040840026,0.340551987458246,-0.387360744871738,-0.843824551434655,-0.906254631944174,-0.642512631703705,-0.352581758248223,-0.0585202411339908,0.511313903782245,1.39399809499809,2.42895710908588,3.52740947480287,4.3804704102873,4.72005236830934,4.46738454245963,3.85359976534787,3.18732523634077,2.64882536290072,2.18657189018353,1.84846867048905,1.6061441982591,1.3638752942267,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1733416,1784561,1836823,1890558,1946305,2003937,2064794,2127422,2185605,2231141,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,..,..,..,..,..,..,..,..,..
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.60335223799787,0.704718276463133,0.719876655375138,0.687096401884296,0.652187283315182,0.667063356294738,0.743509962008971,0.778102309212138,0.621622035077344,0.398143547527793,0.0664901906843683,-0.502159185195728,-1.82418155532121,-2.57431997803655,-2.13858863504971,-1.78539953576165,-1.47536463752721,-1.14091924023266,-0.960559004588775,0.294482275915173,0.483707161729931,-0.63696312445507,-0.633433796423808,-0.627622448059203,-0.597820510395586,-0.572255524659659,-0.589655559840225,-0.456188535090031,-0.268133719541207,-0.192768077420229,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.348339661751493,..
