region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ",GDP per capita growth rate,Investment growth rate,Date,Classification,Revenue,Other Revenue,  Total Revenue,Cost Of Goods Sold,  Gross Profit,Selling General & Admin Exp.,R & D Exp.,Depreciation & Amort.,Other Operating Expense/(Income),"  Other Operating Exp., Total",  Operating Income,Interest Expense,Interest and Invest. Income,  Net Interest Exp.,Income/(Loss) from Affiliates,Currency Exchange Gains (Loss),Other NonOperating Inc. (Exp.),  EBT Excl. Unusual Items,Restructuring Charges,Merger & Related Restruct. Charges,Impairment of Goodwill,Gain (Loss) On Sale Of Invest.,Gain (Loss) On Sale Of Assets,Asset Writedown,Legal Settlements,Other Unusual Items,  EBT Incl. Unusual Items,Income Tax Expense,  Earnings from Cont. Ops.,Earnings of Discontinued Ops.,Extraord. Item & Account. Change,  Net Income to Company,Minority Int. in Earnings,  Net Income,Pref. Dividends and Other Adj.,Unnamed: 38,  NI to Common Incl Extra Items,  NI to Common Excl. Extra Items,Per Share Items,Basic EPS,Basic EPS Excl. Extra Items,Weighted Avg. Basic Shares Out.,Diluted EPS,Diluted EPS Excl. Extra Items,Weighted Avg. Diluted Shares Out.,Normalized Basic EPS,Normalized Diluted EPS,Dividends per Share,Payout Ratio %,Shares per Depository Receipt,EBITDA,EBITA,EBIT,EBITDAR,As Reported Total Revenue*,Effective Tax Rate %,Current Domestic Taxes,Current Foreign Taxes,Total Current Taxes,Deferred Domestic Taxes,Total Deferred Taxes,Normalized Net Income,Interest Capitalized,Interest on Long Term Debt,NonCash Pension Expense,Filing Date,Restatement Type,Calculation Type,Supplemental Operating Expense Items,Advertising Exp.,Selling and Marketing Exp.,General and Administrative Exp.,Net Rental Exp.,Imputed Oper. Lease Interest Exp.,Imputed Oper. Lease Depreciation,Unnamed: 78,"StockBased Comp., COGS","  StockBased Comp., Total",U.S. GAAP Summary,Net Income ,NI to Common Incl. Extra Items,Diluted Net Income,Basic EPS Incl. Extra Items,Basic EPS Excl. Extra Items.1,Weighted Avg. Basic Shares Out..1,Diluted EPS Incl. Extra Items,Diluted EPS Excl. Extra Items.1,Weighted Avg. Diluted Shares Out..1,regional_revenues,log_GDP_per_capita,log_Population_total,log_Investment_total_perc_gdp,log_Net_Income,log_regional_revenues,investment_total_perc_gdp,five_other_regions,east_asia,south_asia
East Asia & Pacific,2010.0,102.08050362162159,4.3911238459459465,0.9481081081081079,59020168.72972973,5.8022580645161295,15.292857142857141,44.63620689655173,338796.62,35.10285714285714,-1.785483870967742,35.660967741935494,-15220.847499999998,-2.376363636363636,37.445806451612896,3623694.507741935,19659.66451612904,18488.376774193548,12853.987419354838,805.6883870967741,534.7806451612902,28.116875,69.50612903225804,0.43,27.01681818181819,4.9140000000000015,0.07789766079694171,0.017095040898045918,Dec312010,12,8482.664546,427.999893,8910.664439,7439.99814,1470.666299,313.333255,,722.666486,2.666666,1038.666407,431.999892,150.7,23.999994,126.7,7.999998,13.3,17.3,282.666596,8.0,,,24.0,4.0,37.3,,,209.333281,17.3,226.66661,,,226.66661,17.3,209.333281,,,209.333281,209.333281,,,,,,,,,,,,5.0,1145.333047,431.999892,431.999892,,8910.664439,NM,7.999998,,7.999998,,25.3,159.333294,,,,2012-03-29,NC,ANNU,,,313.333255,,,,,,7.999998,7.999998,,,,,,,,,,,742.666481,9.886324329269144,17.893389786331806,3.2964595677082698,5.343927627800058,6.610247062379034,27.01681818181819,0,1,0
East Asia & Pacific,2011.0,102.08050362162159,4.3911238459459465,0.9943243243243244,59418719.81081081,5.064516129032258,15.421428571428573,43.15999999999999,360537.62,36.54571428571428,-0.9106451612903224,35.25258064516129,-10680.4825,-1.793636363636364,36.16354838709678,3793622.289032258,20905.155161290328,20007.47741935484,15074.725806451615,873.0454838709676,621.0135483870966,28.396874999999994,70.0348387096774,0.34,29.00318181818181,4.8168750000000005,0.0633525889589559,0.07352322627319617,Dec312011,Reclassified,9460.0,527.0,9987.0,8162.0,1825.0,436.0,,691.0,11.0,1138.0,687.0,151.0,32.0,119.0,6.0,10.0,158.0,710.0,12.0,3.0,,21.0,3.0,8.0,,,679.0,7.0,672.0,,,672.0,18.0,654.0,,,654.0,654.0,,327.65531,327.65531,1.996,327.65531,327.65531,1.996,213.301603,213.301603,,,5.0,1368.0,687.0,687.0,1523.0,9987.0,0.010309,17.0,9.0,8.0,,1.0,425.75,1.0,152.0,160.0,2013-03-15,RC,REP,,,436.0,,155.0,48.98124,106.01876,,13.0,13.0,,,,,,,,,,,736.0,9.947751065972655,17.900119883014217,3.367405541836247,6.483107351457199,6.601230118728877,29.00318181818181,0,1,0
East Asia & Pacific,2012.0,102.08050362162159,4.3911238459459465,1.1016216216216217,59825873.13513514,7.315806451612903,15.51142857142857,42.12172413793103,336203.0528571429,33.27285714285715,-0.8290322580645161,35.939354838709676,-33387.88916666667,-1.538181818181818,36.76935483870968,3949636.369032258,21441.929354838707,20949.60225806452,15863.012580645163,942.5319354838713,664.6367741935481,28.123125,70.52387096774194,0.33,28.847727272727266,4.6,0.02567664240743417,-0.005359913489115686,Dec312012,Restated,10236.0,591.0,10827.0,9367.0,1460.0,466.0,,705.0,8.0,1163.0,297.0,167.0,25.0,142.0,66.0,7.0,17.0,79.0,36.0,71.0,58.0,1.0,3.0,15.0,,30.0,41.0,73.0,114.0,30.0,,84.0,16.0,68.0,,,68.0,98.0,,34.068136,49.098196,1.996,34.068136,49.098196,1.996,16.720941,16.720941,,,5.0,994.0,298.0,297.0,1181.0,10827.0,NM,1.0,1.0,0.0,,73.0,33.375,3.0,170.0,35.0,2014-03-20,RS,REP,,,466.0,,187.0,68.410584,118.589416,,15.0,15.0,,,,,,,,,,,841.7564220322648,9.973103599701249,17.906948786472686,3.3620312124758702,4.219507705176107,6.73549068739404,28.847727272727266,0,1,0
East Asia & Pacific,2013.0,102.08050362162159,4.3911238459459465,1.1735135135135135,60235209.83783784,4.685483870967741,15.68142857142857,42.216206896551725,397401.7442857143,33.65857142857143,1.2109677419354838,37.203870967741935,-44088.85583333334,-1.7836363636363637,35.99354838709678,4118462.891935483,22095.26354838709,21937.04032258064,16066.982903225806,1001.9945161290325,671.0651612903229,27.674375,71.01290322580645,0.24,28.515454545454546,4.471875000000002,0.030469934992158443,-0.011518159615535815,Dec312013,12,10818.0,603.0,11421.0,9621.0,1800.0,439.0,,706.0,17.0,1128.0,672.0,166.0,13.0,153.0,65.0,24.0,174.0,256.0,5.0,,,8.0,,16.0,,57.0,300.0,16.0,284.0,3.0,,281.0,17.0,264.0,,,264.0,267.0,,123.134328,124.533582,2.144,123.134328,124.533582,2.144,66.697761,66.697761,,,5.0,1370.0,672.0,672.0,1536.0,11421.0,0.053333,55.0,1.0,56.0,,40.0,143.0,4.0,170.0,98.0,2015-03-19,NC,REP,,,439.0,,166.0,60.121216,105.878784,,14.0,14.0,,,,,,,,,,,887.9375723681995,10.003118545458722,17.913767620330013,3.3504462050549946,5.575949103146316,6.788901439133749,28.515454545454546,0,1,0
East Asia & Pacific,2014.0,102.08050362162159,4.3911238459459465,1.3075675675675675,60651088.18918919,5.634193548387097,15.877142857142855,43.56275862068965,432125.3128571428,33.824285714285715,1.173225806451613,39.145161290322584,-42589.51416666667,-1.2936363636363637,37.97161290322581,4285483.110967742,22158.96903225807,22240.89387096774,16142.909032258069,1045.196451612903,693.7380645161287,27.7025,71.51129032258065,0.18,27.41227272727273,4.3125,0.002883219008972704,-0.03868715529059197,Dec312014,12,11050.0,669.0,11719.0,9391.0,2328.0,449.0,,831.0,37.0,1317.0,1011.0,139.0,17.0,122.0,39.0,37.0,3.0,888.0,39.0,,,10.0,,,,,859.0,157.0,702.0,,,702.0,16.0,686.0,,,686.0,686.0,,319.962686,319.962686,2.144,319.962686,319.962686,2.144,251.399253,251.399253,,,5.0,1830.0,1011.0,1011.0,1992.0,11719.0,0.18277,124.0,1.0,125.0,,32.0,539.0,2.0,141.0,3.0,2016-03-17,NC,REP,,,449.0,,162.0,43.679088,118.320912,,11.0,11.0,,,,,,,,,,,911.1058935805034,10.005997615963885,17.920648135306966,3.310990822866873,6.530877627725885,6.814659129341744,27.41227272727273,0,1,0
East Asia & Pacific,2015.0,102.08050362162159,4.3911238459459465,1.2075675675675674,61064709.97297298,0.940322580645162,16.017142857142858,44.735862068965524,496589.7614285714,34.69428571428571,0.15451612903225845,39.55129032258064,-48420.58000000001,-1.5663636363636364,39.39677419354839,4448622.738064515,21407.88064516129,20921.01387096774,14531.580967741931,1081.6990322580646,687.1248387096775,27.584375,72.00258064516126,0.13,27.278181818181825,4.312500000000001,-0.03389545723013443,-0.004891637786658132,Dec312015,Reclassified,10826.0,507.0,11333.0,8829.0,2504.0,415.0,,757.0,121.0,1293.0,1211.0,146.0,24.0,122.0,149.0,58.0,2.0,1178.0,27.0,,,4.0,1502.0,4.0,25.0,,2628.0,120.0,2508.0,,,2508.0,15.0,2493.0,,,2493.0,2493.0,,1162.77985,1162.77985,2.144,1162.77985,1162.77985,2.144,336.403917,336.403917,1.0,0.10389,5.0,1946.0,1211.0,1211.0,2135.0,11333.0,0.045662,,,196.0,,76.0,721.25,1.0,147.0,8.0,2017-03-16,RC,REP,,,415.0,,189.0,49.068936,139.931064,,10.0,10.0,,,,,,,,,,,881.0959204665796,9.971514387667705,17.927444679095544,3.306087181860497,7.821242083523558,6.78116649681609,27.278181818181825,0,1,0
East Asia & Pacific,2016.0,102.08050362162159,4.3911238459459465,1.1881081081081082,61485885.94594595,2.376774193548388,16.18857142857143,43.77413793103449,556018.12,36.14571428571429,-0.7312903225806452,39.88354838709677,-40430.875833333346,-1.2990909090909093,40.614516129032246,4624297.228387097,21642.985161290326,21217.147419354835,14789.893225806454,1123.3796774193554,714.6638709677419,27.521875,72.52645161290322,0.01,26.85681818181819,4.428125,0.010982148117598678,-0.015446910617876288,Dec312016,Reclassified,10885.0,513.0,11398.0,8629.0,2769.0,414.0,,756.0,34.0,1136.0,1633.0,145.0,22.0,123.0,147.0,107.0,1.0,1551.0,128.0,,,4.0,123.0,,,40.0,1590.0,221.0,1369.0,24.0,,1345.0,16.0,1329.0,,,1329.0,1353.0,,619.869402,631.063432,2.144,619.869402,631.063432,2.144,444.671175,444.671175,,0.264108,5.0,2350.0,1633.0,1633.0,2615.0,11398.0,0.138993,,,217.0,,4.0,953.375,2.0,147.0,10.0,2018-02-28,RD,REP,,,414.0,,265.0,64.52008,200.47992,,10.0,10.0,,,,,,,,,,,886.149413348458,9.98243666990187,17.934318209624436,3.290519724726709,7.192182058713246,6.786885574478087,26.85681818181819,0,1,0
East Asia & Pacific,2017.0,102.08050362162159,4.3911238459459465,1.0027027027027031,61906628.18918919,3.382580645161292,16.384285714285713,43.18344827586208,632929.0642857142,36.26285714285713,1.1345161290322574,40.28709677419354,-37247.96583333333,-1.1118181818181816,39.15193548387097,4826504.372580647,22374.663870967743,22374.663870967743,15712.950967741936,1182.9441935483867,762.3970967741939,27.82937500000001,73.00806451612904,0.02,27.49136363636364,4.291875000000001,0.033806737112497036,0.023626978082423426,Dec312017,Restated,11738.0,533.0,12271.0,9301.0,2970.0,480.0,,751.0,4.0,1227.0,1743.0,106.0,20.0,86.0,130.0,19.0,15.0,1821.0,94.0,,,6.0,6.0,,,,1727.0,300.0,1427.0,44.0,,1383.0,18.0,1365.0,,,1365.0,1409.0,,636.660447,657.182835,2.144,636.660447,657.182835,2.144,522.446361,522.446361,,0.336996,5.0,2440.0,1744.0,1743.0,2791.0,12271.0,0.173711,,,256.0,,44.0,1120.125,6.0,101.0,24.0,2019-04-09,RS,REP,,,480.0,,351.0,66.642264,284.357736,,7.0,7.0,,,,,,,,,,,954.0217100543014,10.015684520503635,17.941137810907566,3.31387190576185,7.21890970761906,6.860686428059689,27.49136363636364,0,1,0
East Asia & Pacific,2018.0,102.08050362162159,4.3911238459459465,0.9735135135135136,62285507.89189189,2.7016129032258065,16.655714285714286,43.292413793103435,703540.4528571428,37.20142857142857,2.303870967741936,42.38129032258063,-25987.04833333333,-1.3936363636363636,40.07774193548385,5034525.653548387,22886.440322580645,23435.936129032267,16521.003870967743,1273.028064516129,827.9800000000004,26.996875,73.4241935483871,0.02,27.68,4.041874999999999,0.02287303418564246,0.0068616590334151795,Dec312018,Reclassified,12333.0,632.0,12965.0,9650.0,3315.0,509.0,,786.0,,1295.0,2020.0,116.0,26.0,90.0,165.0,43.0,16.0,2068.0,,,,5.0,11.0,,,394.0,2456.0,365.0,2091.0,,,2091.0,11.0,2080.0,,,2080.0,2080.0,,970.149253,970.149253,2.144,970.149253,970.149253,2.144,597.714552,597.714552,,0.276442,5.0,2748.0,2020.0,2020.0,3107.0,12965.0,0.148615,,,284.0,,81.0,1281.5,12.0,127.0,24.0,2020-02-27,RC,REP,,,509.0,,359.0,84.373616,274.626384,,6.0,6.0,,,,,,,,,,,1007.9774648238952,10.038299888515205,17.94723933859022,3.3207101307494686,7.640123172695364,6.915701092055906,27.68,0,1,0
East Asia & Pacific,2019.0,102.08050362162159,4.3911238459459465,0.9994594594594592,62622628.67567568,3.5954838709677417,16.835714285714285,43.63620689655173,763949.7842857144,39.47857142857144,-0.3638709677419355,40.78258064516129,-53206.22833333333,-2.4527272727272726,41.14741935483871,5232580.091935484,22813.07322580645,23777.852258064515,16314.783225806452,1354.9338709677418,852.4467741935483,26.32875,73.79838709677419,-0.02,26.91545454545455,4.006875,-0.003205701530692329,-0.02762086179716217,Dec312019,12,12610.0,680.0,13290.0,9733.0,3557.0,516.0,,1106.0,,1622.0,1935.0,219.0,36.0,183.0,170.0,110.0,4.0,2036.0,,,,3.0,3.0,,583.0,,1459.0,350.0,1109.0,,,1109.0,,1109.0,,,1109.0,1109.0,,517.257462,517.257462,2.144,517.257462,517.257462,2.144,593.516791,593.516791,,0.527502,5.0,2498.0,1935.0,1935.0,2538.0,13290.0,0.23989,,,329.0,,21.0,1272.5,15.0,233.0,29.0,2020-02-27,O,REP,,,516.0,,40.0,13.94912,26.05088,,7.0,7.0,,,,,,,,,,,1033.2449292332872,10.035089037715736,17.952637251194115,3.2927006400536554,7.011213987350367,6.940459545790433,26.91545454545455,0,1,0
East Asia & Pacific,2020.0,102.08050362162159,4.3911238459459465,,62942891.89189189,-2.8335483870967746,16.692857142857143,50.219310344827576,977272.85,54.144285714285715,-6.780645161290324,38.64096774193549,-119202.46666666667,-7.971818181818183,45.42096774193547,5148149.039354838,19847.6670967742,20979.08064516129,13994.314193548389,1362.6435483870966,851.8635483870967,24.75500000000001,74.15870967741935,-0.02,26.99045454545454,5.900624999999999,-0.12998713937751027,0.002786503191812395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.895841752597672,17.95773839534978,3.2954832681424375,,,26.99045454545454,0,1,0
East Asia & Pacific,2021.0,102.08050362162159,4.3911238459459465,,63245729.72972973,-3.7516129032258063,16.88,52.29482758620689,1145543.2128571428,58.82714285714286,-5.74774193548387,37.13354838709676,-114900.6925,-5.982727272727272,42.88193548387097,5379984.333225806,20808.63741935484,22480.75322580645,15139.330322580645,1484.0593548387092,927.7487096774196,24.786875,74.49612903225807,-0.04,27.19636363636364,4.960625,0.04841729347308665,0.007628959733239293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.943123440038516,17.96253816913825,3.3030832745250964,,,27.19636363636364,0,1,0
East Asia & Pacific,2022.0,102.08050362162159,4.3911238459459465,,63529243.24324324,-2.666451612903226,,53.2941379310345,1278993.0528571426,60.875714285714295,-4.944516129032258,36.40064516129032,-99317.3925,-4.030909090909091,41.345806451612894,5633834.776774195,21973.56967741936,24161.61645161291,16266.418064516129,1586.0277419354834,995.9651612903224,25.03875,74.81709677419354,,27.411363636363635,4.4075,0.05598311098356557,0.00790546864554065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.997595631807917,17.967010881370154,3.310957658670936,,,27.411363636363635,0,1,0
East Asia & Pacific,2023.0,102.08050362162159,4.3911238459459465,,63793540.54054054,-1.7461290322580645,,53.9793103448276,1392783.525714286,62.04571428571428,-4.048064516129033,36.392258064516135,-91038.80666666666,-3.6072727272727283,40.44032258064517,5893890.8806451615,23128.455161290327,25892.4,17456.815483870963,1693.741612903226,1071.5041935483875,25.238750000000003,75.1216129032258,,27.12136363636364,4.15875,0.05255793668598874,-0.010579553934167872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04881896359983,17.97116249774328,3.300321743384949,,,27.12136363636364,0,1,0
East Asia & Pacific,2024.0,102.08050362162159,4.3911238459459465,,64038783.78378378,-1.8261290322580648,,55.36241379310346,1507445.2300000002,62.445714285714295,-4.003548387096775,35.765161290322595,-94142.21749999998,-3.3,39.76903225806452,6154170.086774195,23802.94709677419,27157.0635483871,18311.80516129032,1808.487096774193,1149.2929032258062,25.267500000000005,75.40612903225804,,26.80227272727273,4.03125,0.029162861539181018,-0.011765297400573194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.077564679589116,17.97499945440376,3.2884866871776635,,,26.80227272727273,0,1,0
East Asia & Pacific,2025.0,102.08050362162159,4.3911238459459465,,64266054.05405405,-1.5445161290322582,,56.605172413793106,1630154.2271428572,62.67714285714286,-3.6048387096774195,35.502903225806435,-91442.89666666668,-3.1063636363636373,39.107741935483865,6419293.717096772,24401.582903225804,28384.923870967734,19122.83967741936,1929.046129032258,1229.210322580645,25.625625,75.67096774193548,,26.64909090909091,3.933124999999999,0.025149650756176367,-0.005715254812176829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10240328226015,17.978542119073246,3.282755037800784,,,26.64909090909091,0,1,0
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
South Asia,1980.0,79.7386875,22.968335,2.23875,112577571.5,-5.215,,,,,-7.0,9.63,,,12.95,32209.746666666666,2050.5285714285715,774.41,304.18666666666667,72.28142857142856,37.92666666666667,12.375,127.56714285714285,,24.02,,-0.9159673952480558,-0.09865593231902847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62585287861876,18.539153066440434,3.1788868166518376,,,24.02,0,0,1
South Asia,1981.0,79.7386875,22.968335,2.115,115278329.5,-3.7085714285714286,,,,,-4.505,23.266666666666666,,,32.46,31423.545714285712,2141.282857142857,884.6528571428572,320.74000000000007,83.8757142857143,37.605714285714285,14.141428571428573,130.66142857142856,,19.953333333333333,,0.04425897155437286,-0.1693033583125173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.669160394362564,18.562860018745553,2.9933962137564434,,,19.953333333333333,0,0,1
South Asia,1982.0,79.7386875,22.968335,2.00625,118039398.375,-11.907142857142857,,,,,-2.4450000000000003,18.85,,,24.165,32483.72428571429,2216.152857142857,971.8357142857144,335.79,92.69857142857144,38.95428571428571,14.304285714285712,133.82714285714286,,21.945000000000004,,0.034965020968738214,0.09981623788840643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.703528024343322,18.5865290112368,3.0885393231401976,,,21.945000000000004,0,0,1
South Asia,1983.0,79.7386875,22.968335,1.94125,120854556.5,-12.215714285714286,,,,,-3.55,21.126666666666672,,,28.555,33150.11,2256.7042857142856,1029.6485714285714,341.25714285714287,102.83142857142856,41.22285714285713,15.041428571428574,137.04857142857142,,22.41333333333333,3.85,0.018298118940996092,0.021341231867547442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.721660747282848,18.610098368167996,3.109656019872305,,,22.41333333333333,0,0,1
South Asia,1984.0,79.7386875,22.968335,1.94625,123716026.875,-11.307142857142859,,,,,-1.26,21.73,,,26.34,35050.24428571428,2410.1114285714284,1135.34,367.68285714285713,110.84,41.28142857142858,16.372857142857143,140.31,,22.82666666666667,3.75,0.06797839833435981,0.018441403926234837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.787428261337608,18.6334993914197,3.1279294431653772,,,22.82666666666667,0,0,1
South Asia,1985.0,79.7386875,22.968335,2.005,126617787.75,-8.948571428571428,,,,,-6.88,22.94333333333333,,,34.1,36666.14428571429,2542.34,1233.9557142857145,383.1942857142857,120.79,44.681428571428576,16.97714285714286,143.60142857142858,,23.71833333333333,3.65,0.054864090456991484,0.03906249999999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.840840195755704,18.656683561359152,3.1662483074675136,,,23.71833333333333,0,0,1
South Asia,1986.0,79.7386875,22.968335,2.0737500000000004,129554736.5,-8.755714285714285,,,,,-4.145,23.55,,,31.55,37900.49142857143,2634.228571428572,1303.6585714285716,408.8014285714285,129.30428571428573,47.19714285714286,15.8,146.92285714285714,,22.531666666666666,3.3,0.036143305548656864,-0.050031621108846736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.876345655846028,18.679614025477342,3.1149217271482588,,,22.531666666666666,0,0,1
South Asia,1987.0,79.7386875,22.968335,2.13375,132526067.375,-5.832857142857144,,,,,-2.475,24.29333333333333,,,30.67,38959.27857142857,2750.425714285714,1392.1771428571426,419.08714285714285,137.89142857142858,52.3,19.664285714285715,150.26999999999995,,21.14,3.07,0.04411050131239258,-0.061764923441082864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.919510983874335,18.702289918946438,3.051166980442092,,,21.14,0,0,1
South Asia,1988.0,79.7386875,22.968335,2.23875,135535144.375,-4.587142857142856,,,,,-3.18,21.9825,,,27.79000000000001,40457.944285714286,2891.31,1513.7,462.02714285714285,154.69428571428568,55.95,19.19142857142857,153.63714285714286,,22.87666666666667,3.14,0.051222719807531236,0.0821507410911384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.969464965600103,18.724741532735123,3.1301174682524335,,,22.87666666666667,0,0,1
South Asia,1989.0,79.7386875,22.968335,2.3862500000000004,138587800.375,-5.67,,,,,-7.563333333333333,19.5225,,,28.67333333333333,41550.94,3002.46,1631.4585714285715,475.19571428571436,169.66,56.875714285714295,20.178571428571434,157.02571428571432,,21.94833333333333,3.14,0.038442781991554036,-0.04057992131720845,Mar311989,‡12,4257.0,,4257.0,3013.0,1244.0,603.0,,305.0,,908.0,336.0,71.0,16.0,55.0,,15.0,2.0,268.0,,,,,,,,,268.0,93.0,175.0,,,175.0,,175.0,,,175.0,175.0,,0.159384,0.159384,1098.4179,0.159384,0.159384,1098.4179,0.152492,0.152492,,,,641.0,336.0,336.0,,,0.347014,,,90.0,,6.0,167.5,26.0,,,1989-05-30,O,REP,,,,,,,,,,,,,,,,,,,,,,8.007187231633923,18.74701462046366,3.0886912064940737,5.1647859739235145,,21.94833333333333,0,0,1
South Asia,1990.0,79.7386875,22.968335,2.54375,141686899.5,-2.5885714285714285,,81.6,,,-6.92,19.003333333333334,,,26.712,42340.50428571429,2991.412857142857,1691.482857142857,507.3771428571428,185.39142857142846,61.085714285714296,22.774285714285718,160.47857142857143,,23.802857142857146,9.515,-0.0036793638740043604,0.0844949719579533,Mar311990,‡12,4838.0,,4838.0,3474.0,1364.0,692.0,,288.0,,980.0,384.0,86.0,31.0,55.0,,2.0,18.0,345.0,,,,,,,,,345.0,100.0,245.0,,,245.0,1.0,246.0,,,246.0,246.0,,0.223662,0.223662,1098.527673,0.223662,0.223662,1098.527673,0.197195,0.197195,,,,672.0,384.0,384.0,,,0.289855,,,106.0,,5.0,216.625,25.0,,,1990-05-30,O,REP,,,,,,,,,,,,,,,,,,,,,,8.00350108225131,18.769130248022776,3.16980562149145,5.5053315359323625,,23.802857142857146,0,0,1
South Asia,1991.0,79.7386875,22.968335,2.6975,144831952.125,-3.84,,79.265,,,-5.134,20.38833333333333,,,26.964,44562.555714285714,3101.671428571429,1813.3285714285714,518.2385714285714,195.91714285714286,55.06,20.53,163.85,,23.22,10.26,0.036858359809913255,-0.024486856319769545,Mar311991,‡12,4937.0,,4937.0,3799.0,1138.0,707.0,,264.0,,971.0,167.0,97.0,64.0,33.0,,4.0,112.0,250.0,,,,,,,,120.0,130.0,35.0,95.0,,,95.0,,95.0,,,95.0,95.0,,0.086579,0.086579,1099.55984,0.086579,0.086579,1099.55984,0.142102,0.142102,,,,431.0,167.0,167.0,,,0.26923,,,35.0,,,156.25,26.0,,,1991-05-30,O,REP,,,,,,,,,,,,,,,,,,,,,,8.039696415679957,18.79108467741989,3.1450139762697455,4.553876891600541,,23.22,0,0,1
