region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ",GDP per capita growth rate,Investment growth rate
East Asia & Pacific,1980.0,102.08050362162159,4.3911238459459465,1.9478378378378383,41661914.0,-2.6715789473684213,13.359999999999998,48.81,44619.1,17.8,0.29000000000000004,26.005,,,25.715,1463822.797894737,8329.468947368425,3367.007368421053,2761.922105263157,100.78047619047622,92.53571428571428,22.197857142857146,78.18263157894734,10.86,29.032666666666664,4.545714285714285,,
East Asia & Pacific,1981.0,102.08050362162159,4.3911238459459465,2.2810810810810813,42290823.32432433,-3.943157894736841,13.531666666666665,53.95,57895.0,21.54,-0.79,25.178000000000004,,,27.495,1548519.132631579,8642.021578947371,3825.3363157894732,2935.9589473684223,115.84476190476191,99.09,22.34642857142857,79.35894736842103,7.93,31.00133333333333,4.29,0.037523716524292094,0.06780867528531087
East Asia & Pacific,1982.0,102.08050362162159,4.3911238459459465,2.442972972972973,42981740.64864865,-3.2610526315789468,13.731666666666666,58.96,73262.9,25.93,-0.8360000000000001,24.24166666666667,,,26.51,1598678.6763157886,8758.651578947365,4118.3010526315775,2894.603684210527,128.21285714285713,95.85476190476187,22.620000000000005,80.64789473684208,7.06,30.174,4.431428571428572,0.013495684885133086,-0.026687024214012256
East Asia & Pacific,1983.0,102.08050362162159,4.3911238459459465,2.4540540540540543,43672629.64864865,-2.4584210526315786,13.896666666666668,64.92,90702.1,30.72,-1.7066666666666668,23.10571428571429,,,25.72333333333333,1668180.1584210524,8940.959473684214,4374.371052631579,2920.687894736843,139.86,102.28809523809521,22.815,81.81157894736845,6.55,29.28933333333333,5.03,0.020814607487646963,-0.029318839619098203
East Asia & Pacific,1984.0,102.08050362162159,4.3911238459459465,2.4489189189189187,44329780.02702703,0.04315789473684237,13.988333333333333,66.97,51893.755,93.33,-1.8033333333333332,23.88714285714286,,,26.57833333333333,1768121.432631579,9457.106842105262,4793.277894736841,3116.38105263158,154.6461904761905,109.46666666666668,23.585000000000004,82.97421052631576,6.46,28.07066666666667,4.5325000000000015,0.057728409343562825,-0.04160786634497182
East Asia & Pacific,1985.0,102.08050362162159,4.3911238459459465,2.375135135135135,45002804.56756757,2.552,14.191666666666665,44.63333333333333,57505.935,80.16499999999998,1.8175000000000008,31.74333333333333,3.145,2.89,31.68625,1748602.2259999998,13206.594000000005,7524.953499999999,3828.0445,161.73681818181817,105.17590909090912,21.748571428571424,80.01899999999998,6.56,27.42066666666667,4.856,0.3964729616039806,-0.023155844772716594
East Asia & Pacific,1986.0,102.08050362162159,4.3911238459459465,2.333513513513513,45718341.16216216,5.8515,14.411666666666667,48.04333333333333,65394.545,70.09,-2.4537500000000003,28.79888888888889,4.075,2.99,32.96125,1826376.9425,13287.8885,7690.933999999998,3674.333333333333,173.45045454545448,131.90565217391307,20.42933333333333,77.79238095238095,5.02,25.725625,5.2727272727272725,0.006155599240803111,-0.061816209185286075
East Asia & Pacific,1987.0,102.08050362162159,4.3911238459459465,2.3583783783783785,46471751.24324324,5.8255,14.693333333333335,46.74666666666667,63165.58,55.77,-3.945,27.442222222222217,6.095,3.5,32.99875,1841686.517142857,13036.34285714286,7704.348095238094,4305.981428571429,181.97695652173917,157.37391304347827,24.696666666666676,79.08,4.27,26.090625,5.4327272727272735,-0.018930445033245147,0.014188187847719913
East Asia & Pacific,1988.0,102.08050362162159,4.3911238459459465,2.2851351351351354,47232170.75675676,3.968000000000001,14.998333333333333,32.525,57085.86,46.845,-3.17,28.66818181818181,7.82,3.55,31.95222222222223,1928792.6795238096,13366.093333333332,8149.098571428573,4968.730476190477,203.55173913043475,190.4673913043478,24.471333333333334,80.33333333333333,4.56,26.40375,5.125454545454545,0.02529470725064553,0.012001437297880058
East Asia & Pacific,1989.0,102.08050362162159,4.3911238459459465,2.200270270270269,47975780.83783784,2.754,15.365,28.632,32053.22333333334,30.816666666666666,-2.864,28.977500000000006,3.975,1.56,30.922000000000004,2045238.586666667,13763.540476190483,8705.560952380954,5287.992857142855,223.4321739130434,196.75478260869568,24.75600000000001,81.57142857142857,5.5,27.893125,4.568181818181818,0.02973547565061274,0.05640770723855515
East Asia & Pacific,1990.0,102.08050362162159,4.3911238459459465,2.1000000000000005,48700395.0,0.12399999999999978,15.693333333333335,37.94625,29398.16666666667,29.02,-1.0515384615384618,31.224285714285717,-3.585,-0.11666666666666665,33.383846153846164,2168695.7318181815,13656.387272727276,8945.927727272725,5502.569090909091,244.3569565217392,202.07000000000008,25.308000000000003,79.19999999999997,7.84,25.483749999999993,5.136666666666666,-0.007785293591323517,-0.08637881198323982
East Asia & Pacific,1991.0,102.08050362162159,4.3911238459459465,1.9875,49397807.43243244,0.3942857142857144,15.963333333333333,35.81666666666667,28365.79333333333,32.54666666666667,-0.4950000000000001,30.57666666666666,1.5860000000000003,0.655,32.145714285714284,2277170.4695454543,13860.11772727273,9386.555000000004,5908.452727272727,266.67086956521746,226.98739130434788,25.28533333333333,80.26863636363636,7.16,26.173125,5.505833333333333,0.014918327261582265,0.027051552459901096
East Asia & Pacific,1992.0,102.08050362162159,4.3911238459459465,1.836216216216216,50048524.05405405,-0.6336363636363639,16.135,37.71,24477.4,37.69499999999999,-2.095,29.28352941176471,0.9019999999999998,0.235,32.253125,2371385.474545454,14205.740454545454,9838.82,6286.090454545455,287.46782608695645,248.43521739130435,26.71933333333333,81.28636363636362,4.32,26.239375,5.530833333333333,0.02493649289808264,0.002531222389378529
East Asia & Pacific,1993.0,102.08050362162159,4.3911238459459465,1.7478378378378374,50676316.24324324,-0.6477272727272726,16.226666666666667,40.40818181818181,29889.4825,38.11,-2.2370588235294124,28.358823529411765,3.738,0.47,30.59294117647059,2485022.235,14574.108181818183,10308.024090909092,6725.175,310.19,282.23,27.22533333333333,82.29499999999997,2.96,27.853125,5.468333333333334,0.025930906484699312,0.06150108377200292
East Asia & Pacific,1994.0,102.08050362162159,4.3911238459459465,1.7143243243243245,51304930.83783784,0.43999999999999984,16.408333333333335,39.7925,38104.315,37.9875,-2.147647058823529,28.151176470588236,-2882.525,-0.282,30.3,2635217.532727273,15133.38545454546,10911.529999999997,7460.041363636364,336.7313043478261,308.9482608695652,27.22733333333333,83.30454545454545,2.36,27.77625,5.364166666666667,0.03837471670650827,-0.0027600134634802043
East Asia & Pacific,1995.0,102.08050362162159,4.3911238459459465,1.6570270270270266,51923605.89189189,-2.1308695652173912,16.589999999999996,39.10214285714285,48545.79000000001,37.6475,-1.5230000000000001,29.259000000000004,-1516.4211111111108,0.2822222222222222,30.7815,2687882.44826087,15051.468260869564,11067.658695652175,8031.049565217392,350.84333333333336,336.09,24.49466666666667,80.63347826086955,1.26,29.319411764705887,5.066666666666666,-0.005413011775979748,0.05555687915776564
East Asia & Pacific,1996.0,102.08050362162159,4.3911238459459465,1.6978378378378378,52533038.51351351,-2.8173913043478254,16.783333333333335,35.39125,55037.605,36.3825,-1.6228571428571423,27.47285714285714,-2031.8611111111106,-0.04666666666666666,29.096190476190475,2853474.994347826,15445.528695652172,11552.898260869562,8263.797391304348,379.85833333333335,323.88208333333336,25.29866666666667,81.62,0.71,29.885294117647067,4.448333333333333,0.02618086341829362,0.019300603896234225
East Asia & Pacific,1997.0,102.08050362162159,4.3911238459459465,1.5140540540540537,53127443.54054054,-1.6267999999999996,17.00833333333333,36.26705882352942,61104.455,36.95,0.30454545454545445,29.877272727272736,-1070.001,0.08199999999999992,29.57318181818182,2856403.1604166664,15114.897083333335,11465.896666666662,7868.247083333333,387.9235999999999,295.53760000000005,26.71533333333333,79.07291666666664,0.65,29.19470588235294,4.5074999999999985,-0.021406299443275656,-0.023107961814782252
East Asia & Pacific,1998.0,102.08050362162159,4.3911238459459465,1.4418918918918922,53699235.594594605,0.5907692307692304,16.75,47.867894736842096,73025.7025,33.75,-1.6679166666666667,28.71916666666667,-1514.3590909090908,-0.969,30.38458333333333,2521069.0457692305,13723.493076923078,10507.970769230771,6219.110384615385,377.6738461538461,252.82461538461536,23.289375,75.4580769230769,0.71,24.706111111111113,5.5825,-0.09205514260130221,-0.15374687415347477
East Asia & Pacific,1999.0,102.08050362162159,4.3911238459459465,1.3043243243243239,54233577.91891892,0.1765384615384618,16.75,45.6405,83636.85,33.3075,-1.9172,27.48120000000001,-2908.1845454545455,-1.901,29.3992,2615700.3942307704,14096.43192307692,10935.813461538462,6609.703076923078,398.655,284.6511538461538,23.076875,73.38740740740741,0.24,22.871111111111112,5.718333333333333,0.027175212904137602,-0.07427312180971868
East Asia & Pacific,2000.0,102.08050362162159,4.3911238459459465,1.2862162162162163,54742367.2972973,-1.2442857142857142,16.94333333333333,47.5609090909091,89162.94249999998,35.0175,-1.7229629629629637,30.512142857142855,-2023.7872727272727,-1.7770000000000004,29.322222222222226,2558059.75,14035.875714285712,11073.69214285714,6762.080714285716,386.61034482758635,274.196551724138,23.526875,71.35357142857143,0.32,26.0135,5.385000000000002,-0.004295853668620397,0.13739554994170233
East Asia & Pacific,2001.0,102.08050362162159,4.3911238459459465,1.2748648648648653,55231690.27027027,-3.5782758620689648,14.607142857142856,48.951153846153844,98109.9775,34.465,-2.3148275862068965,29.842068965517235,-2449.141818181818,-1.944,32.156551724137934,2568156.0227586213,15396.467586206896,12218.167586206891,6667.850344827585,398.021,247.52966666666669,23.255000000000006,69.5248275862069,0.15,24.114761904761906,5.5357142857142865,0.0969367283963889,-0.07299048937044594
East Asia & Pacific,2002.0,102.08050362162159,4.3911238459459465,1.2043243243243242,55695368.21621621,0.32833333333333303,14.602857142857143,47.096923076923076,110407.12,37.1625,-1.977586206896552,29.664482758620693,-2491.522727272727,-2.218,31.642068965517243,2604421.4060000004,15447.666666666672,12428.928999999998,6735.7890000000025,424.922,252.54833333333332,23.246875,67.77300000000001,0.09,24.280952380952378,5.728571428571428,0.0033253783813140814,0.006891649059062699
East Asia & Pacific,2003.0,102.08050362162159,4.3911238459459465,1.0751351351351353,56136437.45945946,-0.0100000000000002,14.61,45.67259259259258,105976.06166666666,38.33,-0.8451724137931034,29.488275862068964,-4231.096363636364,-1.5489999999999997,30.333103448275857,2711939.066666667,15984.277666666665,13086.541,7447.780333333332,457.4926666666665,279.82966666666664,26.09625,68.30366666666666,0.07,24.121818181818185,5.797142857142857,0.03473734976156018,-0.00655386974273009
East Asia & Pacific,2004.0,102.08050362162159,4.3911238459459465,1.091081081081081,56562658.54054054,0.9536666666666668,14.745714285714286,43.66740740740741,115681.85166666668,35.75833333333333,-0.9936666666666666,30.72966666666667,-3019.7183333333337,-0.9772727272727272,31.72433333333333,2761983.429032258,16529.03451612903,13830.544516129034,8329.529677419356,484.2406451612903,303.1832258064516,27.52375,66.60387096774193,0.06,24.53590909090909,5.518571428571428,0.03408079244008588,0.017166654104168177
East Asia & Pacific,2005.0,102.08050362162159,4.3911238459459465,1.041081081081081,56984439.81081081,1.9463333333333328,14.887142857142855,40.96142857142858,121978.31166666668,33.91,-1.011,30.80533333333333,-1223.0958333333333,-0.3681818181818182,31.816666666666666,2899927.8074193546,17025.71,14685.157741935482,9095.859354838709,532.2535483870967,323.491935483871,27.11625,67.10612903225807,0.07,25.22454545454545,5.334999999999999,0.030048668806778256,0.028066470294003
East Asia & Pacific,2006.0,102.08050362162159,4.3911238459459465,1.0194594594594597,57403498.35135135,6.1323333333333325,15.062857142857142,38.27357142857142,126950.14,32.376666666666665,0.9276666666666668,32.619666666666674,761.6983333333333,0.00727272727272728,31.691,3050195.396451613,17711.199677419358,15735.653225806453,9731.080000000002,588.6409677419355,343.2829032258066,28.94,67.58645161290322,0.37,25.29272727272728,4.798571428571429,0.040262031798929954,0.0027029949183701163
East Asia & Pacific,2007.0,102.08050362162159,4.3911238459459465,0.9645945945945944,57807666.91891892,8.201666666666666,15.264285714285714,35.80142857142857,131594.885,31.438333333333336,-0.7756666666666665,31.64733333333333,-5894.401666666667,0.15272727272727274,32.42166666666667,3218044.74967742,18381.29548387097,16737.534838709675,10886.372258064517,655.7512903225806,386.8751612903226,29.428125,68.06354838709677,0.86,26.13590909090909,4.921333333333332,0.03783458030265119,0.03333692761124274
East Asia & Pacific,2008.0,102.08050362162159,4.3911238459459465,1.0013513513513514,58219591.35135135,11.14451612903226,15.359999999999998,35.526785714285715,306599.88285714283,31.89142857142857,-0.16533333333333353,34.39999999999999,-2480.3491666666673,-0.6763636363636363,34.564,3355197.7383870967,18416.689677419352,17073.674193548388,11709.084193548386,704.8051612903223,444.1303225806454,27.10625000000001,68.55258064516127,1.0,27.70590909090909,4.768666666666666,0.0019255548978818204,0.060070609923650764
East Asia & Pacific,2009.0,102.08050362162159,4.3911238459459465,0.9340540540540541,58621353.24324324,6.402903225806451,15.218571428571426,44.913103448275855,317074.1885714286,35.09285714285714,-2.4370967741935488,35.39096774193549,-20233.96083333333,-2.2736363636363635,37.828387096774186,3432565.406451613,18238.897096774195,17012.024193548386,10990.125161290329,736.966129032258,460.4393548387096,26.5275,69.02451612903225,0.67,26.562727272727276,5.445333333333334,-0.009653883719566991,-0.04126129968992487
East Asia & Pacific,2010.0,102.08050362162159,4.3911238459459465,0.948108108108108,59020168.72972973,5.8022580645161295,15.292857142857141,44.63620689655173,338796.62,35.10285714285714,-1.7854838709677419,35.660967741935494,-15220.847499999998,-2.3763636363636356,37.445806451612896,3623694.507741935,19659.664516129036,18488.376774193548,12853.987419354838,805.6883870967741,534.7806451612902,28.116875,69.50612903225804,0.43,27.01681818181819,4.9140000000000015,0.07789766079694171,0.01709504089804592
East Asia & Pacific,2011.0,102.08050362162159,4.3911238459459465,0.9943243243243244,59418719.81081081,5.064516129032258,15.421428571428573,43.15999999999999,360537.62,36.54571428571428,-0.9106451612903224,35.25258064516129,-10680.4825,-1.7936363636363641,36.16354838709678,3793622.2890322586,20905.155161290328,20007.47741935484,15074.725806451615,873.0454838709676,621.0135483870966,28.396874999999994,70.0348387096774,0.34,29.00318181818181,4.8168750000000005,0.0633525889589559,0.07352322627319618
East Asia & Pacific,2012.0,102.08050362162159,4.3911238459459465,1.1016216216216217,59825873.13513514,7.315806451612903,15.51142857142857,42.12172413793103,336203.0528571429,33.27285714285715,-0.8290322580645161,35.939354838709676,-33387.88916666667,-1.538181818181818,36.76935483870968,3949636.3690322586,21441.929354838707,20949.60225806452,15863.012580645163,942.5319354838713,664.6367741935481,28.123125,70.52387096774194,0.33,28.847727272727266,4.6,0.02567664240743417,-0.005359913489115686
East Asia & Pacific,2013.0,102.08050362162159,4.3911238459459465,1.1735135135135135,60235209.83783784,4.685483870967741,15.68142857142857,42.216206896551725,397401.7442857143,33.65857142857143,1.2109677419354838,37.203870967741935,-44088.85583333334,-1.7836363636363637,35.99354838709678,4118462.891935483,22095.263548387094,21937.04032258064,16066.982903225806,1001.9945161290325,671.0651612903229,27.674375,71.01290322580645,0.24,28.515454545454546,4.471875000000002,0.030469934992158443,-0.011518159615535817
East Asia & Pacific,2014.0,102.08050362162159,4.3911238459459465,1.3075675675675675,60651088.18918919,5.634193548387097,15.877142857142855,43.56275862068965,432125.3128571428,33.824285714285715,1.173225806451613,39.145161290322584,-42589.51416666667,-1.2936363636363637,37.97161290322581,4285483.110967742,22158.96903225807,22240.89387096774,16142.909032258069,1045.196451612903,693.7380645161287,27.7025,71.51129032258065,0.18,27.41227272727273,4.3125,0.002883219008972704,-0.03868715529059197
