region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ",GDP per capita growth rate,Investment growth rate
East Asia & Pacific,2015.0,102.08050362162159,4.3911238459459465,1.2075675675675674,61064709.97297298,0.940322580645162,16.017142857142858,44.735862068965524,496589.7614285714,34.69428571428571,0.15451612903225845,39.55129032258064,-48420.58000000001,-1.5663636363636364,39.39677419354839,4448622.738064515,21407.88064516129,20921.01387096774,14531.580967741931,1081.6990322580646,687.1248387096775,27.584375,72.00258064516126,0.13,27.278181818181825,4.312500000000001,-0.03389545723013443,-0.004891637786658132
East Asia & Pacific,2016.0,102.08050362162159,4.3911238459459465,1.1881081081081082,61485885.94594595,2.376774193548388,16.18857142857143,43.77413793103449,556018.12,36.145714285714284,-0.7312903225806452,39.88354838709677,-40430.875833333346,-1.2990909090909093,40.614516129032246,4624297.228387097,21642.985161290326,21217.147419354835,14789.893225806454,1123.3796774193554,714.6638709677419,27.521875,72.52645161290322,0.01,26.85681818181819,4.428125,0.010982148117598678,-0.015446910617876286
East Asia & Pacific,2017.0,102.08050362162159,4.3911238459459465,1.002702702702703,61906628.18918919,3.382580645161292,16.384285714285713,43.18344827586208,632929.0642857142,36.26285714285713,1.1345161290322574,40.28709677419354,-37247.96583333333,-1.1118181818181816,39.15193548387097,4826504.372580647,22374.663870967743,22374.663870967743,15712.950967741936,1182.9441935483867,762.3970967741939,27.82937500000001,73.00806451612904,0.02,27.49136363636364,4.291875000000001,0.03380673711249704,0.023626978082423422
East Asia & Pacific,2018.0,102.08050362162159,4.3911238459459465,0.9735135135135136,62285507.89189189,2.7016129032258065,16.655714285714286,43.292413793103435,703540.4528571428,37.20142857142857,2.3038709677419362,42.38129032258063,-25987.04833333333,-1.3936363636363636,40.07774193548385,5034525.653548387,22886.440322580645,23435.936129032267,16521.003870967743,1273.028064516129,827.9800000000004,26.996875,73.4241935483871,0.02,27.68,4.041874999999999,0.02287303418564246,0.0068616590334151795
East Asia & Pacific,2019.0,102.08050362162159,4.3911238459459465,0.9994594594594592,62622628.67567568,3.5954838709677417,16.835714285714285,43.63620689655173,763949.7842857143,39.47857142857144,-0.3638709677419355,40.78258064516129,-53206.22833333333,-2.4527272727272726,41.14741935483871,5232580.091935484,22813.07322580645,23777.852258064515,16314.783225806452,1354.9338709677418,852.4467741935483,26.32875,73.79838709677419,-0.02,26.91545454545455,4.006875,-0.0032057015306923287,-0.027620861797162166
East Asia & Pacific,2020.0,102.08050362162159,4.3911238459459465,,62942891.89189189,-2.8335483870967746,16.692857142857143,50.219310344827576,977272.85,54.144285714285715,-6.780645161290324,38.64096774193549,-119202.46666666667,-7.971818181818183,45.42096774193547,5148149.039354838,19847.6670967742,20979.08064516129,13994.314193548389,1362.6435483870966,851.8635483870967,24.755000000000006,74.15870967741935,-0.02,26.99045454545454,5.900624999999999,-0.12998713937751027,0.002786503191812395
East Asia & Pacific,2021.0,102.08050362162159,4.3911238459459465,,63245729.72972973,-3.7516129032258063,16.88,52.29482758620689,1145543.2128571428,58.82714285714286,-5.74774193548387,37.13354838709676,-114900.6925,-5.9827272727272724,42.88193548387097,5379984.333225806,20808.63741935484,22480.75322580645,15139.330322580645,1484.0593548387092,927.7487096774196,24.786875,74.49612903225807,-0.04,27.19636363636364,4.960625,0.04841729347308665,0.007628959733239293
East Asia & Pacific,2022.0,102.08050362162159,4.3911238459459465,,63529243.24324324,-2.666451612903226,,53.2941379310345,1278993.0528571426,60.875714285714295,-4.944516129032258,36.40064516129032,-99317.3925,-4.030909090909091,41.345806451612894,5633834.776774195,21973.569677419357,24161.61645161291,16266.418064516129,1586.0277419354834,995.9651612903224,25.03875,74.81709677419354,,27.411363636363635,4.4075,0.055983110983565565,0.007905468645540648
East Asia & Pacific,2023.0,102.08050362162159,4.3911238459459465,,63793540.54054054,-1.7461290322580645,,53.979310344827596,1392783.525714286,62.04571428571428,-4.048064516129033,36.392258064516135,-91038.80666666666,-3.607272727272728,40.44032258064517,5893890.8806451615,23128.455161290327,25892.4,17456.815483870963,1693.741612903226,1071.5041935483875,25.238750000000003,75.1216129032258,,27.12136363636364,4.15875,0.05255793668598874,-0.010579553934167873
East Asia & Pacific,2024.0,102.08050362162159,4.3911238459459465,,64038783.78378378,-1.8261290322580648,,55.36241379310346,1507445.2300000002,62.445714285714295,-4.003548387096775,35.765161290322595,-94142.21749999998,-3.3,39.76903225806452,6154170.086774195,23802.94709677419,27157.0635483871,18311.80516129032,1808.487096774193,1149.2929032258062,25.267500000000005,75.40612903225804,,26.80227272727273,4.03125,0.029162861539181018,-0.011765297400573194
East Asia & Pacific,2025.0,102.08050362162159,4.3911238459459465,,64266054.05405405,-1.5445161290322582,,56.6051724137931,1630154.2271428572,62.67714285714286,-3.60483870967742,35.502903225806435,-91442.89666666668,-3.1063636363636373,39.107741935483865,6419293.717096772,24401.582903225804,28384.923870967737,19122.839677419357,1929.046129032258,1229.210322580645,25.625625,75.67096774193548,,26.64909090909091,3.9331249999999986,0.025149650756176367,-0.005715254812176829
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
South Asia,1980.0,79.7386875,22.968335,2.23875,112577571.5,-5.215,,,,,-7.0,9.63,,,12.95,32209.746666666666,2050.5285714285715,774.41,304.18666666666667,72.28142857142856,37.92666666666667,12.375,127.56714285714285,,24.02,,-0.9159673952480558,-0.09865593231902847
South Asia,1981.0,79.7386875,22.968335,2.115,115278329.5,-3.7085714285714286,,,,,-4.505,23.266666666666666,,,32.46,31423.545714285712,2141.282857142857,884.6528571428572,320.74000000000007,83.8757142857143,37.605714285714285,14.141428571428573,130.66142857142856,,19.953333333333333,,0.04425897155437286,-0.1693033583125173
South Asia,1982.0,79.7386875,22.968335,2.00625,118039398.375,-11.907142857142857,,,,,-2.4450000000000003,18.85,,,24.165,32483.72428571429,2216.152857142857,971.8357142857144,335.79,92.69857142857144,38.95428571428571,14.304285714285712,133.82714285714286,,21.945000000000004,,0.034965020968738214,0.09981623788840643
South Asia,1983.0,79.7386875,22.968335,1.94125,120854556.5,-12.215714285714286,,,,,-3.55,21.126666666666672,,,28.555,33150.11,2256.7042857142856,1029.6485714285714,341.25714285714287,102.83142857142856,41.22285714285713,15.041428571428574,137.04857142857142,,22.41333333333333,3.85,0.01829811894099609,0.02134123186754744
South Asia,1984.0,79.7386875,22.968335,1.94625,123716026.875,-11.307142857142859,,,,,-1.26,21.73,,,26.34,35050.24428571428,2410.1114285714284,1135.34,367.68285714285713,110.84,41.28142857142858,16.372857142857143,140.31,,22.82666666666667,3.75,0.06797839833435981,0.018441403926234834
South Asia,1985.0,79.7386875,22.968335,2.005,126617787.75,-8.948571428571428,,,,,-6.88,22.94333333333333,,,34.1,36666.14428571429,2542.34,1233.9557142857145,383.1942857142857,120.79,44.681428571428576,16.97714285714286,143.60142857142858,,23.71833333333333,3.65,0.05486409045699148,0.039062499999999556
South Asia,1986.0,79.7386875,22.968335,2.0737500000000004,129554736.5,-8.755714285714285,,,,,-4.145,23.55,,,31.55,37900.49142857143,2634.228571428572,1303.6585714285716,408.8014285714285,129.30428571428573,47.19714285714286,15.8,146.92285714285714,,22.531666666666666,3.3,0.03614330554865686,-0.050031621108846736
South Asia,1987.0,79.7386875,22.968335,2.13375,132526067.375,-5.832857142857144,,,,,-2.475,24.29333333333333,,,30.67,38959.27857142857,2750.425714285714,1392.1771428571426,419.08714285714285,137.89142857142858,52.3,19.664285714285715,150.26999999999995,,21.14,3.07,0.04411050131239258,-0.061764923441082864
South Asia,1988.0,79.7386875,22.968335,2.23875,135535144.375,-4.587142857142856,,,,,-3.18,21.9825,,,27.790000000000006,40457.944285714286,2891.31,1513.7,462.02714285714285,154.69428571428568,55.95,19.19142857142857,153.63714285714286,,22.87666666666667,3.14,0.051222719807531236,0.0821507410911384
South Asia,1989.0,79.7386875,22.968335,2.3862500000000004,138587800.375,-5.67,,,,,-7.563333333333333,19.5225,,,28.67333333333333,41550.94,3002.46,1631.4585714285715,475.19571428571436,169.66,56.875714285714295,20.178571428571434,157.02571428571432,,21.94833333333333,3.14,0.03844278199155404,-0.040579921317208445
South Asia,1990.0,79.7386875,22.968335,2.54375,141686899.5,-2.5885714285714285,,81.6,,,-6.92,19.003333333333334,,,26.712,42340.50428571429,2991.412857142857,1691.482857142857,507.3771428571428,185.39142857142852,61.085714285714296,22.774285714285718,160.47857142857143,,23.802857142857142,9.515,-0.00367936387400436,0.0844949719579533
South Asia,1991.0,79.7386875,22.968335,2.6975,144831952.125,-3.84,,79.265,,,-5.1339999999999995,20.38833333333333,,,26.964000000000002,44562.555714285714,3101.671428571429,1813.3285714285714,518.2385714285714,195.91714285714286,55.06,20.53,163.85,,23.22,10.26,0.036858359809913255,-0.024486856319769545
South Asia,1992.0,79.7386875,22.968335,2.7750000000000004,148016664.25,-7.36142857142857,,78.99,,,-5.636000000000001,19.821666666666665,,,26.58,44520.67142857142,3158.545714285715,1887.314285714286,546.2257142857142,211.33571428571426,58.44714285714286,20.03428571428572,167.54,,26.212857142857143,10.21,0.018336657194047534,0.12889134982158246
South Asia,1993.0,79.7386875,22.968335,2.71875,151230973.25,-6.88,,74.50333333333334,,,-4.833333333333333,20.891666666666673,,,25.72166666666667,46264.462857142855,3253.4728571428573,1989.4514285714288,575.8357142857143,225.81285714285718,57.887142857142855,20.16714285714286,171.0,,25.99285714285714,9.255,0.03005406647363018,-0.008392827947027226
South Asia,1994.0,79.7386875,22.968335,2.5500000000000003,154461733.625,-4.840000000000002,,71.0225,,,-4.05,21.165,,,25.21166666666667,48636.294285714284,3398.552857142857,2121.991428571429,614.7771428571431,244.97142857142862,65.56571428571428,24.032857142857146,174.48,,27.74000000000001,8.985,0.04459234988897576,0.06721626820555149
South Asia,1995.0,79.7386875,22.968335,2.3475,157698469.5,-0.3814285714285716,,64.235,,,-4.215,21.115,,,25.33166666666667,50929.30285714286,3557.2200000000007,2266.681428571429,698.992857142857,267.3985714285714,72.84857142857143,24.397142857142853,177.97857142857143,,27.087142857142855,8.82,0.04668667798520976,-0.023534864558657276
South Asia,1996.0,79.7386875,22.968335,2.1475,160934523.75,-0.7199999999999998,,62.465,,,-3.35,20.878333333333334,-976.27,-7.02,24.22833333333333,54926.351428571434,3786.485714285715,2457.094285714285,750.21,292.31142857142856,78.75999999999998,27.365714285714287,181.49714285714282,,27.294285714285717,8.33,0.06445081110690776,0.007647275987553659
South Asia,1997.0,79.7386875,22.968335,1.98875,164168297.125,-1.57,,55.931999999999995,,,-3.9983333333333335,19.473333333333333,-1271.91,-8.06,23.475,58545.037142857145,4001.58,2637.3299999999995,837.9114285714285,309.25714285714287,82.55571428571429,25.46,185.03,,26.24857142857143,8.31,0.05680578297252614,-0.038312571966921394
South Asia,1998.0,79.7386875,22.968335,1.9125,167400338.5,0.04428571428571458,,58.032,,,-4.175,18.415,-1720.39,-9.51,22.59333333333333,59297.99571428571,4138.2528571428575,2752.6857142857148,860.6914285714287,329.73857142857145,83.69857142857141,26.334285714285713,188.56285714285718,,25.71,7.5299999999999985,0.034154723170062296,-0.020518123435289026
South Asia,1999.0,79.7386875,22.968335,1.93375,170633491.0,-1.682857142857143,,61.41799999999999,,,-3.901666666666667,20.03,-1792.22,-9.06,23.93,61278.27,4300.9971428571425,2900.894285714286,887.91,359.40571428571434,88.84999999999998,23.63714285714286,192.09,,24.744285714285716,7.375,0.03932681045175368,-0.03756181585819851
South Asia,2000.0,79.7386875,22.968335,2.0187500000000003,173868258.0,-2.3400000000000003,,62.79333333333334,,,-4.527142857142857,18.93857142857143,-1822.59,-8.43,23.467142857142854,64444.05857142858,4472.861428571428,3084.26,920.1242857142856,382.97428571428566,90.99428571428572,24.39142857142857,195.59285714285718,,26.42,7.695,0.03995917225839318,0.06772126320651228
South Asia,2001.0,79.7386875,22.968335,2.1225,177102869.875,-1.5157142857142862,,67.19333333333333,3553.43,78.32,-6.514285714285713,18.798571428571428,-2557.31,-10.87,25.31142857142857,64357.55714285715,4519.61,3182.5914285714284,884.482857142857,408.33,93.11142857142856,26.34857142857143,199.17142857142858,,27.475714285714282,7.86,0.010451602888914557,0.03995890559100235
South Asia,2002.0,79.7386875,22.968335,2.18875,180330507.25,2.57625,,109.9742857142857,3487.42,72.67,-4.36375,17.30125,-2687.13,-10.38,21.661250000000006,60587.50125,4242.69125,3034.3274999999994,833.0287499999997,379.28375,86.13000000000002,29.84875,180.045,,27.3925,8.535,-0.06127049679065222,-0.0030286486767534537
South Asia,2003.0,79.7386875,22.968335,2.17625,183540552.75,1.4700000000000002,,91.35875,3487.84,66.37,-4.57875,16.223750000000006,-3144.73,-10.94,20.8025,65667.5925,4737.77,3433.485,977.10125,414.53125,100.3175,29.82125,183.22125,,27.96375,6.156666666666666,0.11668978976492816,0.020854248425663968
South Asia,2004.0,79.7386875,22.968335,2.0725,186719730.75,1.2662500000000003,,87.46375,3623.23,59.6,-2.80875,17.25,-2888.16,-8.82,20.057500000000005,68569.2475,4947.47,3683.055,1103.48,457.7825,116.3475,31.081249999999994,186.2775,,30.43375,6.163333333333334,0.044261329697304896,0.08832863975682792
South Asia,2005.0,79.7386875,22.968335,1.91375,189857694.0,-3.46375,,81.1875,3811.4,54.41,-4.3225,18.4375,-2719.09,-7.36,22.76125,69458.91875,4823.615,3728.20375,1144.6625,514.0675,133.2125,29.135,189.29125,,31.2575,6.163333333333334,-0.02503400728048888,0.027066989772867256
