region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ",GDP per capita growth rate,Investment growth rate
Combined Other Five Regions,1994,-14.38038966,24.55654395,1.565399194,29887301.02,-1.957098103,19.2851087,78.58323095,373.4384333,53.6162,-8.371599158,29.873296,-22.49425,-2.863571429,38.91454935,1122328.049,20417.85174,13966.96732,9289.817453,901.1400015,849.8461085,18.7671341,40.94637725,5.07,22.53710742,11.38546818,0.010530998,0.053172206
Combined Other Five Regions,1995,-14.38038966,24.55654395,1.511644919,30166287.18,-2.49209614,19.5590625,71.95532576,422.0472917,55.94526667,-4.258903925,30.19185278,-16.29190476,-2.97647619,34.76404059,1125165.395,20689.32474,14450.65726,10020.65221,941.2065846,893.6844839,18.98847619,41.26793423,6.1,21.78787104,11.01268421,0.013295865,-0.033244567
Combined Other Five Regions,1996,-14.38038966,24.55654395,1.501044806,30559864.58,-2.217021053,19.84177083,67.38653445,1800.786947,50.82561905,-2.219294539,30.69437075,-17.8102987,-2.601090909,33.23143491,1158114.449,20974.71631,14915.22346,10363.3419,990.8359953,942.1514672,18.70213612,41.72957684,5.59,21.69064757,11.12536465,0.013794146,-0.004462275
Combined Other Five Regions,1997,-14.38038966,24.55654395,1.537496671,30962452.02,-2.678024795,20.249375,65.32324242,1769.559525,52.05781933,-1.494058948,30.34904559,-6.539717391,-1.660065217,32.16187495,1163110.203,21658.23976,15736.24994,10498.1172,1050.103578,994.5012723,19.62918863,42.20893446,5.84,22.05494065,10.96165972,0.032587971,0.016794938
Combined Other Five Regions,1998,-14.38038966,24.55654395,1.504441437,31298465.89,-4.856873877,20.5659375,66.54800718,1929.543253,53.71594084,-2.706936688,29.73101438,-7.584913043,-1.359706522,32.724282,1167587.664,22143.98634,16252.96688,10535.06989,1106.071179,1041.564837,18.282387,42.67647297,5.54,23.08950327,10.65420954,0.022427796,0.046908429
Combined Other Five Regions,1999,-14.38038966,24.55654395,1.466845649,31692360.76,-2.389927399,20.8391,66.09192473,2899.392306,50.35912333,-1.867839564,29.84047632,-11.16658333,-0.932166667,31.93401616,1149957.302,22594.49639,16792.01818,10989.48204,1172.23029,1101.498422,19.06180118,43.19382018,5.53,21.54650021,10.44135571,0.020344578,-0.066827036
Combined Other Five Regions,2000,-14.38038966,24.55654395,1.503036741,32086394.22,-0.199097046,21.3519,70.88666526,2893.359549,53.8219897,0.180237176,31.17388515,-113.6794286,-1.396889655,31.14066669,1143705.067,23454.31676,17793.97306,11579.84915,1246.994865,1169.027575,20.71522928,43.63809451,6.65,21.69808832,10.23289879,0.038054416,0.007035394
Combined Other Five Regions,2001,-14.38038966,24.55654395,1.506591954,32465028.84,-1.099485591,21.4016,69.98629664,2600.825059,51.50203942,-1.470265487,29.41368065,-102.706725,-1.841117241,31.03995613,1145140.84,23552.33102,18245.57739,11542.85936,1288.932104,1200.913753,19.32246755,44.14409428,3.73,21.85935476,10.55656553,0.004178943,0.007432288
Combined Other Five Regions,2002,-14.38038966,24.55654395,1.517760468,32837860.82,-1.393631159,21.41005,69.56422793,5217.313287,50.55394686,-2.513131986,28.85311204,-119.7536566,-7.211425,31.43815425,1203726.412,23745.27194,18678.56272,11862.89385,1333.814293,1239.147022,19.58404255,44.64860024,1.88,21.80653056,10.9799883,0.00819201,-0.002416549
Combined Other Five Regions,2003,-14.38038966,24.55654395,1.567678777,33201154.37,-0.780792977,21.63395,68.24176133,5338.527483,52.74844771,-2.125879517,29.19128929,-87.05158824,-2.821888889,31.40036866,1247844.094,23967.38233,19198.49924,13168.96905,1398.501254,1316.684218,20.76990301,45.25963254,1.23,22.25885041,10.81267589,0.009353879,0.020742404
Combined Other Five Regions,2004,-14.38038966,24.55654395,1.59152812,33585526.43,-0.471872826,21.88025,68.2374535,4952.794799,49.64442666,-1.35445,29.83085797,-35.08383333,-1.409238095,31.27417727,1299132.373,24780.26583,20411.92922,14674.75827,1492.715395,1417.552583,21.36834334,45.76519182,1.79,22.94583489,10.34392722,0.03391624,0.03086343
Combined Other Five Regions,2005,-14.38038966,24.55654395,1.696319992,33977242.95,0.338470792,22.25505,61.47621419,3443.738263,44.2932185,0.56350125,31.04571634,-134.9288353,-1.382792793,30.48248873,1335630.27,25313.25195,21447.54993,16133.02993,1594.129973,1524.797559,22.51368798,46.28664768,3.77,23.34749624,10.0668235,0.021508491,0.017504761
Combined Other Five Regions,2006,-14.38038966,24.55654395,1.766850575,34387107.07,0.642340301,22.6838,54.67530774,3195.611301,38.32195845,1.898453809,32.26420314,-247.9114286,-1.313883312,30.36567407,1380809.782,25940.11159,22632.62621,17476.41623,1693.056282,1628.90381,23.5634157,46.82054919,5.27,23.84041276,9.232340132,0.02476409,0.021112179
Combined Other Five Regions,2007,-14.38038966,24.55654395,1.775344212,34802967.03,-0.793482887,22.9749,49.54386145,1978.024819,33.08403401,1.492536409,32.16787358,-307.4233702,-1.624564565,30.67533345,1450499.645,26618.67285,23772.76407,19418.45597,1777.115077,1727.650344,24.01560366,47.3019229,5.25,25.28490993,8.715648696,0.026158764,0.060590275
Combined Other Five Regions,2008,-14.38038966,24.55654395,1.764949713,35228753.86,-2.102978874,22.941,49.0153877,1896.21615,30.80064935,0.073896964,32.10282999,-324.1482278,-2.882799657,32.02916222,1467124.18,26370.52364,23948.8029,20776.32929,1816.91721,1780.461336,23.06806073,47.85859426,3.05,25.9209592,8.397394203,-0.009322374,0.025155291
Combined Other Five Regions,2009,-14.38038966,24.55654395,1.692360427,35648328.53,-2.741266249,22.16895,53.45153697,6574.655743,32.66331124,-4.604486282,30.3090449,-521.1656512,-3.87951523,34.91235176,1458148.833,25439.86536,23320.74442,18582.65592,1784.62307,1719.696491,19.77934768,48.38623969,1.12,23.2875208,9.80047971,-0.035291612,-0.101594944
Combined Other Five Regions,2010,-14.38038966,24.55654395,1.505702381,36060144.29,-1.723633556,22.09395,53.43092072,7096.989515,33.97989677,-3.50751282,30.33968811,-554.6789683,-3.712408521,33.84582683,1517842.313,25925.00959,24066.96888,19988.78263,1856.121771,1811.060303,21.27390356,48.8900047,0.52,23.60467224,9.663354534,0.019070236,0.013618944
Combined Other Five Regions,2011,-14.38038966,24.55654395,1.372406609,36447117.47,-1.661217421,22.24015,54.16793115,2850.973295,36.13091457,-2.666526116,30.64549949,-529.550381,-3.235416876,33.31240591,1596672.096,26188.23472,25179.1197,22006.57653,1932.615372,1904.236253,21.45114009,49.27781481,0.51,22.75333092,9.522698859,0.010153328,-0.036066644
Combined Other Five Regions,2012,-14.38038966,24.55654395,1.450504839,36914306.27,-1.975212984,22.60215,55.70318357,7247.409442,37.69000327,-2.239163089,31.17466432,-528.0741855,-3.441858814,33.41258941,1527449.251,26525.33303,25939.59125,22181.74167,2010.396721,1970.897982,21.46830361,49.78480869,0.69,23.29861499,9.768249177,0.012872128,0.023965022
Combined Other Five Regions,2013,-14.38038966,24.55654395,1.40671771,37312590.55,-2.388422271,22.8178,57.47297045,-2949.662259,38.54422176,-2.377528402,31.26486175,-649.5520368,-3.449023392,33.72236148,1532363.761,26627.86447,26432.04534,22584.14205,2086.900761,2037.658156,21.58591763,50.2806821,0.41,23.5377038,9.560609755,0.003865415,0.010261932
Combined Other Five Regions,2014,-14.38038966,24.55654395,1.344800266,37721448.09,-2.939439394,23.15675,58.48422379,-3072.719256,39.7134197,-3.253734397,30.9356977,-706.8610586,-3.32632967,34.26281822,1549756.031,26836.06132,26708.45033,22598.2308,2173.635725,2109.874572,21.41107733,50.80111202,0.33,23.24275044,9.357401847,0.007818759,-0.012531102
Combined Other Five Regions,2015,-14.38038966,24.55654395,1.293127939,38127350.54,-4.35171252,23.52805,62.4300851,51815.02446,42.56941503,-4.936377943,29.95312823,-781.6033529,-2.838852259,34.96003966,1529000.102,27101.65186,25884.89034,20554.84575,2237.687802,2133.349908,19.92659854,51.30147968,0.48,23.70514308,9.098821587,0.009896778,0.019894058
Combined Other Five Regions,2016,-14.38038966,24.55654395,1.205691018,38541169.12,-4.34365012,23.91275,65.33237976,79898.79827,45.54806069,-4.965155078,28.98472109,-666.2780488,-2.924979243,34.01603146,1630400.971,27263.06964,26358.65342,20434.95151,2303.465199,2179.292072,19.50838066,51.81512029,1.06,23.39735112,9.284011255,0.005956013,-0.012984185
Combined Other Five Regions,2017,-14.38038966,24.55654395,1.165842155,38938216.28,-2.817782874,24.2362,66.29492274,70995.8785,46.27695565,-3.42512223,29.41992503,-724.1817802,-2.939114774,32.90444633,1659181.368,27625.45303,27625.45303,21495.06629,2407.438708,2280.139677,20.44322974,52.32971732,1.48,23.12133908,9.084097201,0.013292098,-0.011796721
Combined Other Five Regions,2018,-14.38038966,24.55654395,1.215403906,39318188.17,-2.869919226,24.60685,67.31347627,96805.1623,46.70615546,-2.560417971,30.19381366,-876.600127,-2.698247863,32.81586112,1607138.647,28016.72143,28689.39464,22637.17072,2533.889602,2402.028185,20.41944288,52.78750278,2.49,23.16750409,9.016224242,0.01416333,0.001996641
Combined Other Five Regions,2019,-14.38038966,24.55654395,1.209270063,39692606.23,-2.555227053,24.9088,68.69316616,180774.6169,47.72600794,-2.556278022,30.36012795,-975.200652,-3.431738706,32.9745077,1542560.004,28258.87621,29453.96032,22678.98688,2630.806724,2486.437023,20.61376333,53.24646583,2.32,23.24838188,8.460373913,0.008643223,0.003491001
Combined Other Five Regions,2020,-14.38038966,24.55654395,,40121453.7,-5.835340352,23.3252,81.40916048,258486.8387,60.48816883,-11.25014456,28.23340227,-2086.606819,-8.194599512,39.51553542,1431215.047,26109.62658,27660.08512,20907.09445,2542.066422,2395.429051,16.80482937,53.69924287,0.74,22.76215601,11.71315844,-0.076055736,-0.020914396
Combined Other Five Regions,2021,-14.38038966,24.55654395,,40554934.52,-4.851083076,23.91695,80.46253256,338642.4131,60.19768016,-6.255725675,28.8794059,-1054.014982,-4.663825038,35.17714967,1440366.137,27098.53374,29346.09797,22671.71774,2688.168124,2540.162328,18.29181218,54.31624563,0.41,23.2248103,10.30627273,0.037875194,0.020325592
Combined Other Five Regions,2022,-14.38038966,24.55654395,,40993098.77,-4.076186353,,79.86824386,417685.6245,60.66745655,-4.348031466,29.42898696,-636.0129472,-3.29427451,33.81133466,1465107.866,27879.22493,30731.60398,23831.43321,2818.627842,2666.489863,19.2120379,54.75216189,,23.32384231,9.465658442,0.028809352,0.004264061
Combined Other Five Regions,2023,-14.38038966,24.55654395,,41435997.04,-3.422180981,,78.95807842,522116.2357,60.4245121,-3.422763494,29.62577197,-509.7622609,-2.758440422,33.08039096,1501360.116,28515.43662,31923.14814,24901.09704,2936.978821,2781.695211,19.98189869,55.14981728,,23.35893564,9.168450649,0.022820279,0.001504612
Combined Other Five Regions,2024,-14.38038966,24.55654395,,41883680.48,-2.997836735,,77.97951146,661198.2831,59.93358413,-2.989891645,29.61598554,-429.8859593,-2.44261086,32.65007681,1518263.326,28949.8611,33029.23811,25852.26128,3052.211093,2893.316342,20.61020287,55.59888966,,23.51763741,9.016133766,0.015234713,0.00679405
Combined Other Five Regions,2025,-14.38038966,24.55654395,,42336200.79,-2.705875992,,76.76555429,841761.7854,59.27230337,-2.612941613,29.65748767,-472.0028854,-2.172723982,32.31367643,1535166.465,29363.2294,34156.51526,26821.28718,3170.928906,3008.325908,21.1692207,56.05108751,,23.78050885,8.916567532,0.014278767,0.01117763
