Country Name,Country Code,Series Name,Series Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Liberia,LBR,Population growth (annual %),SP.POP.GROW,3.222049431,3.490705372,3.61612653,3.348415348,2.612061773,1.601142857,0.58896365,-0.23716627,-0.896537317,-1.304856025,-1.459447095,-1.738263241,-1.905909172,-1.253056935,0.494249077,2.88612331,5.509748793,7.390740118,7.902190372,6.988630224,5.363199244,3.635837846,2.368602914,1.7152445,1.886286234,2.595928712,3.393924383,3.908540976,4.129405005,3.974256763,3.590031659,3.188794759,2.90010564,2.688021909,2.583161272,2.552864685,2.529283132,2.485644197,2.452522593,2.427194604,,,,,,
Liberia,LBR,"Population, total",SP.POP.TOTL,1853001,1918826,1989483,2057227,2111671,2145754,2158429,2153316,2134097,2106431,2075912,2040139,2001624,1976699,1986493,2044661,2160478,2326202,2517481,2699712,2848456,2953927,3024729,3077058,3135651,3218116,3329211,3461911,3607860,3754133,3891356,4017443,4135659,4248334,4359505,4472230,4586788,4702228,4818977,4937374,5058000,5180000,5305000,5432000,5561000,5692000
Libya,LBY,Population growth (annual %),SP.POP.GROW,3.886911417,3.908223101,3.886500675,3.784307643,3.587363459,3.33515766,3.071166537,2.841341826,2.658564114,2.538071991,2.457958916,2.395887054,2.319658703,2.216714209,2.07586886,1.916136405,1.750135232,1.611903433,1.527409756,1.511500596,1.541621852,1.580551402,1.600878048,1.604426812,1.58170034,1.537292995,1.510586351,1.482366166,1.395472943,1.23412792,1.032782823,0.799933426,0.611354689,0.549084368,0.657259875,0.88070131,1.1440289,1.354885849,1.47586739,1.469777653,,,,,,
Libya,LBY,"Population, total",SP.POP.TOTL,3219466,3347781,3480454,3614689,3746715,3873781,3994597,4109725,4220450,4328939,4436661,4544242,4650885,4755133,4854875,4948798,5036171,5118007,5196780,5275926,5357891,5443248,5531089,5620547,5710154,5798614,5886872,5974787,6058748,6133984,6197663,6247439,6285750,6320359,6362037,6418315,6492164,6580724,6678567,6777452,6871000,6959000,7041000,7119000,7194000,7268000
Liechtenstein,LIE,Population growth (annual %),SP.POP.GROW,1.636251395,1.377691265,1.129355999,0.948905385,0.917795574,0.927773388,0.98821159,1.003691002,1.04350016,1.131193794,1.188035917,1.277024326,1.342164854,1.417843937,1.493380513,1.481121912,1.504174403,1.52587721,1.499848823,1.4075217,1.258488552,1.102864211,0.969887925,0.86990292,0.807266832,0.754720564,0.737629451,0.703836949,0.718654066,0.719124423,0.744555245,0.827262731,0.88331073,0.867454351,0.779431377,0.661376301,0.500480227,0.376368755,0.29058269,0.287110524,,,,,,
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,25879,26238,26536,26789,27036,27288,27559,27837,28129,28449,28789,29159,29553,29975,30426,30880,31348,31830,32311,32769,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,37223,37470,37658,37800,37910,38019,38000,38000,38000,39000,39000,39000
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,0.451032941,0.576822232,0.703386263,0.807019735,0.829019019,0.859591157,0.965016473,1.041052831,1.063956866,0.795883483,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.709489234,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.526056406,,,,,,
Lithuania,LTU,"Population, total",SP.POP.TOTL,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2786844,2753000,2724000,2699000,2676000,2654000,2633000
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,0.355980932,0.294773135,0.082107428,0.026533652,0.102785608,0.193256819,0.448670999,0.648083393,0.725614579,0.972627746,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.350621285,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.945908029,,,,,,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,619896,629000,636000,643000,649000,655000,661000
"Macao SAR, China",MAC,Population growth (annual %),SP.POP.GROW,1.111284459,2.202629738,3.148697728,3.817378139,4.12445457,4.172215487,4.175403694,4.170728579,4.004968001,3.675691805,3.259273611,2.815649545,2.426310155,2.153773987,2.031896235,2.021525363,2.018335629,2.008057658,2.038128772,2.117714549,2.221643908,2.346362782,2.454679671,2.496097626,2.45396865,2.359780725,2.240593723,2.146109152,2.104122736,2.143050933,2.220416052,2.316432195,2.369353556,2.336337476,2.198824434,1.992361421,1.769873208,1.578280176,1.443311366,1.384996838,,,,,,
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,238071,243373,251158,260931,271918,283503,295591,308180,320773,332783,343808,353626,362311,370199,377798,385513,393373,401352,409616,418383,427782,437938,448821,460165,471597,482858,493799,504511,515239,526400,538219,550832,564039,577372,590208,602085,612836,622585,631636,640445,649000,658000,667000,677000,685000,694000
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,2.87320786,2.881174748,2.887068501,2.883603458,2.868631294,2.848587822,2.827680981,2.815764824,2.820917591,2.846708996,2.886200258,2.924293091,2.957769712,2.995996637,3.038715307,3.081080716,3.121640178,3.151818125,3.162060693,3.148876612,3.119708696,3.085857705,3.053493767,3.019969277,2.986676242,2.953901101,2.921158358,2.888251621,2.85559833,2.823486815,2.792666771,2.761889589,2.733967919,2.71321242,2.700996011,2.694213382,2.688183812,2.679883239,2.66961324,2.656240162,,,,,,
Madagascar,MDG,"Population, total",SP.POP.TOTL,8716553,8971345,9234129,9504281,9780872,10063495,10352120,10647754,10952395,11268658,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,23589887,24234088,24894380,25570540,26262368,26969307,27691000,28427000,29178000,29943000,30720000,31510000
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2.838839388,2.557925939,2.367141392,2.584933103,3.308931505,4.267670558,5.332808386,6.008498625,5.908845122,4.956700091,3.560188966,2.061177883,0.887867949,0.251161384,0.36347657,1.007915331,1.795711094,2.386949286,2.761655365,2.821589494,2.676475988,2.508833906,2.4339583,2.416570938,2.48269491,2.600569615,2.716977602,2.797825936,2.852711626,2.874008503,2.870717182,2.864435231,2.858692113,2.838417615,2.80309477,2.7594617,2.709903551,2.666616388,2.641917288,2.640375193,,,,,,
Malawi,MWI,"Population, total",SP.POP.TOTL,6250440,6412384,6565985,6737924,6964607,7268267,7666391,8141146,8636690,9075572,9404500,9600355,9685973,9710331,9745690,9844415,10022789,10264906,10552338,10854322,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,16289540,16745303,17205289,17670260,18143315,18628747,19130000,19648000,20181000,20728000,21288000,21857000
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,2.480518708,2.405753142,2.35738817,2.377752518,2.484983619,2.641354093,2.811605154,2.937464477,2.984111613,2.932048508,2.817284831,2.682055183,2.573093139,2.506094511,2.496693629,2.521352649,2.554063373,2.560848262,2.52711826,2.44180698,2.324616941,2.195503714,2.083956653,2.005612012,1.971754459,1.96526211,1.970866088,1.959194058,1.911365204,1.815674781,1.691027071,1.55799095,1.445660673,1.369113713,1.340490659,1.344947677,1.357864517,1.360192981,1.352511651,1.327060649,,,,,,
Malaysia,MYS,"Population, total",SP.POP.TOTL,13798085,14134058,14471211,14819424,15192298,15598927,16043731,16522000,17022465,17528961,18029824,18519937,19002656,19484898,19977500,20487607,21017613,21562793,22114654,22661298,23194257,23709119,24208391,24698819,25190652,25690611,26201961,26720370,27236006,27735040,28208035,28650955,29068159,29468872,29866559,30270962,30684804,31105028,31528585,31949777,32366000,32776000,33181000,33579000,33969000,34350000
Maldives,MDV,Population growth (annual %),SP.POP.GROW,3.207485405,3.447760893,3.61289013,3.694781642,3.679674604,3.591811153,3.487643557,3.388320887,3.273929618,3.155353901,3.024330501,2.911607303,2.795794264,2.648054993,2.436230124,2.208445383,1.965301448,1.781606323,1.7332863,1.871703514,2.123695132,2.442388032,2.715105144,2.847383288,2.795858615,2.645060548,2.435311476,2.31865226,2.441248168,2.854753665,3.431139266,3.95667434,4.306004329,4.517333607,4.567409729,4.473007506,4.428363294,4.299186108,3.813136225,2.91560605,,,,,,
Maldives,MDV,"Population, total",SP.POP.TOTL,158272,163824,169851,176244,182850,189537,196264,203028,209785,216510,223158,229751,236265,242605,248588,254139,259183,263842,268455,273527,279398,286306,294186,302683,311265,319608,327487,335169,343452,353398,365734,380495,397237,415593,435015,454915,475513,496402,515696,530953,541000,544000,541000,535000,528000,522000
Mali,MLI,Population growth (annual %),SP.POP.GROW,1.904072524,2.018965246,2.105471079,2.095961816,1.964483041,1.765180879,1.53285086,1.36565877,1.346635403,1.522857613,1.82723865,2.172859497,2.4570458,2.640899043,2.689373321,2.65095794,2.594132954,2.576881356,2.602874139,2.688999975,2.811836032,2.927154179,3.017352755,3.100371029,3.173547603,3.233152498,3.294217928,3.337406268,3.329047326,3.261149086,3.158626749,3.044593573,2.952565219,2.901062154,2.901921705,2.935992047,2.975295283,2.999115367,3.007913579,2.99663676,,,,,,
Mali,MLI,"Population, total",SP.POP.TOTL,7090126,7234728,7388668,7545166,7694855,7831889,7952865,8062219,8171522,8296915,8449913,8635527,8850334,9087176,9334880,9585653,9837571,10094368,10360561,10642936,10946445,11271600,11616887,11982695,12369070,12775516,13203378,13651464,14113577,14581429,15049353,15514591,15979499,16449864,16934220,17438778,17965429,18512394,19077690,19658031,20251000,20856000,21474000,22106000,22753000,23416000
Malta,MLT,Population growth (annual %),SP.POP.GROW,1.048602675,0.735340233,2.144977411,1.409482493,0.020873764,1.75674825,1.670898162,0.688607248,0.821039289,0.973294582,0.978313699,2.695092892,1.031640278,0.998755132,0.935263919,0.697143007,0.656524534,0.756792687,0.649936279,0.592860774,0.645267231,0.751106498,0.745506921,0.657732334,0.671628455,0.637436918,0.364336947,0.348755082,0.650655461,0.753906931,0.491182811,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.491955403,3.651435801,,,,,,
Malta,MLT,"Population, total",SP.POP.TOTL,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,502653,504000,505000,506000,507000,508000,509000
Marshall Islands,MHL,Population growth (annual %),SP.POP.GROW,3.86766435,4.217116248,4.401133454,4.577370876,4.670109305,4.743845768,4.782944603,4.763961581,4.429401476,3.864645642,3.117632262,2.368545529,1.722538469,1.18294407,0.767650652,0.480770157,0.15050998,-0.164384141,-0.18649689,0.132964228,0.652330929,1.309536698,1.826781184,2.052497732,1.890135209,1.425288859,0.91691703,0.507969398,0.219202583,0.135202468,0.206009876,0.292302041,0.328482918,0.388896711,0.422374157,0.453681701,0.514006029,0.557893548,0.609595692,0.645031416,,,,,,
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,30576,31893,33328,34889,36557,38333,40211,42173,44083,45820,47271,48404,49245,49831,50215,50457,50533,50450,50356,50423,50753,51422,52370,53456,54476,55258,55767,56051,56174,56250,56366,56531,56717,56938,57179,57439,57735,58058,58413,58791,59000,60000,60000,61000,61000,62000
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2.92793795,2.932800529,2.929207966,2.908410812,2.864579956,2.808231095,2.750813736,2.700734961,2.659862502,2.63111459,2.611891534,2.599013222,2.587652361,2.574881777,2.55889067,2.543894809,2.529553754,2.524318135,2.541954663,2.58502223,2.644090516,2.707315439,2.762661377,2.805704365,2.83295016,2.84911836,2.859079051,2.870166292,2.884475505,2.905320265,2.926799928,2.945519925,2.954438464,2.949158239,2.927320332,2.893574072,2.856110242,2.818999783,2.780434406,2.741280273,,,,,,
Mauritania,MRT,"Population, total",SP.POP.TOTL,1540640,1586493,1633652,1681863,1730738,1780030,1829675,1879763,1930433,1981899,2034346,2087912,2142645,2198532,2255516,2313630,2372901,2433563,2496216,2561585,2630219,2702400,2778099,2857148,2939247,3024194,3111906,3202517,3296238,3393409,3494195,3598648,3706554,3817494,3930896,4046301,4163534,4282574,4403319,4525696,4650000,4775000,4902000,5030000,5160000,5291000
Mauritius,MUS,Population growth (annual %),SP.POP.GROW,1.686012316,1.481968308,1.222428188,0.919667982,1.04573546,0.817321395,0.764515986,0.7480991,0.688400518,0.765914828,0.712313471,1.079463625,1.315743114,1.185540614,1.400064494,0.859933461,1.022764541,1.25209761,1.051421625,1.271248552,0.982676166,0.790047581,0.694240135,0.723661766,0.627103982,0.59209966,0.466403526,0.455526401,0.361630847,0.265537673,0.237886693,0.160140421,0.277321026,0.220398692,0.181061469,0.132433083,0.068723138,0.090186811,0.054547267,0.032240043,,,,,,
Mauritius,MUS,"Population, total",SP.POP.TOTL,966039,980462,992521,1001691,1012221,1020528,1028360,1036082,1043239,1051260,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,1265711,1268000,1270000,1271000,1272000,1272000,1273000
Mexico,MEX,Population growth (annual %),SP.POP.GROW,2.446208856,2.400441931,2.350893129,2.29636369,2.234977339,2.169695508,2.103978937,2.042151814,1.986004265,1.937095064,1.893125473,1.85244329,1.810739862,1.764754849,1.712699034,1.657597749,1.605744537,1.559440673,1.516092702,1.476210015,1.441087472,1.403960865,1.373013961,1.363786131,1.381467019,1.415822666,1.456207605,1.486064475,1.495369111,1.476757594,1.438141533,1.394792539,1.355289252,1.315560984,1.277676363,1.241177725,1.203251329,1.163967779,1.126421149,1.091362132,,,,,,
Mexico,MEX,"Population, total",SP.POP.TOTL,67761372,69407624,71058654,72709299,74352631,75983485,77599098,79200081,80788721,82368931,83943132,85512623,87075138,88625440,90156400,91663285,93147044,94611002,96056321,97484832,98899845,100298153,101684758,103081020,104514932,106005203,107560153,109170502,110815271,112463887,114092963,115695473,117274155,118827161,120355128,121858258,123333376,124777324,126190788,127575529,128933000,130262000,131563000,132834000,134074000,135284000
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,3.364626149,3.361219129,3.375039272,3.299572528,3.132886358,2.896521385,2.610422217,2.331962388,2.204921051,2.22754612,2.357772149,2.531521195,2.617068909,2.460865326,2.014881567,1.403850569,0.73384624,0.146678317,-0.251052336,-0.395391021,-0.352258675,-0.213445263,-0.133518225,-0.120599647,-0.258516671,-0.466267049,-0.716787939,-0.883641333,-0.866405724,-0.550074504,-0.062170329,0.522386716,1.015608183,1.349625109,1.424765867,1.339571942,1.204888841,1.122380666,1.054008214,1.037743079,,,,,,
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,72930,75423,78012,80629,83195,85640,87905,89979,91985,94057,96301,98770,101389,103915,106030,107529,108321,108480,108208,107781,107402,107173,107030,106901,106625,106129,105371,104444,103543,102975,102911,103450,104506,105926,107446,108895,110215,111459,112640,113815,115000,116000,117000,119000,120000,121000
Moldova,MDA,Population growth (annual %),SP.POP.GROW,0.887324129,0.967047911,1.015515467,1.033905788,1.023325474,0.956940743,0.892348872,0.856945911,0.740445231,0.572135161,0.406673095,0.216195569,0.053992734,-0.134986082,-0.297673053,-0.404625924,-0.200247307,-0.369845328,-0.04037573,-0.157023972,-0.203364953,-0.223624845,-0.231581522,-0.28158449,-0.247453023,-0.243323174,-0.277937548,-0.23171896,-0.190371976,-0.12623185,-0.099863207,-0.057818827,-0.013113514,-0.026791882,-0.060955534,-0.787848362,-1.148202158,-1.691932579,-1.798515374,-1.805225538,,,,,,
Moldova,MDA,"Population, total",SP.POP.TOTL,2728099,2754609,2782725,2811645,2840565,2867878,2893584,2918487,2940177,2957047,2969097,2975523,2977130,2973114,2964277,2952307,2946401,2935524,2934339,2929735,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2706049,2657637,2651000,2643000,2635000,2627000,2618000,2608000
Monaco,MCO,Population growth (annual %),SP.POP.GROW,1.321082839,1.54713977,1.697461773,1.686925367,1.459209385,1.12309785,0.72227432,0.436359331,0.208914918,0.259678282,0.452820684,0.623097173,0.816989768,0.93650182,0.954101756,0.919042952,0.904220969,0.915301452,0.878482956,0.908523599,0.947015251,0.999745238,1.029483938,1.052178478,1.041222856,1.018674446,1.020102036,0.975049564,1.000051564,1.010023137,1.08982134,1.150272329,1.203038625,1.20228817,1.134431416,1.055446898,0.92891363,0.842253416,0.7525271,0.726376735,,,,,,
Monaco,MCO,"Population, total",SP.POP.TOTL,26745,27162,27627,28097,28510,28832,29041,29168,29229,29305,29438,29622,29865,30146,30435,30716,30995,31280,31556,31844,32147,32470,32806,33153,33500,33843,34190,34525,34872,35226,35612,36024,36460,36901,37322,37718,38070,38392,38682,38964,39000,40000,40000,40000,40000,41000
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,2.597995643,2.562322907,2.520751765,2.526639269,2.591917406,2.678324521,2.792707565,2.845025879,2.734596464,2.425045434,1.994630024,1.534401951,1.146645064,0.873863728,0.761195357,0.766237399,0.803889746,0.823940855,0.84964524,0.869045297,0.887923091,0.920495284,0.974043757,1.037909511,1.112927846,1.195877528,1.275541946,1.357140897,1.457356633,1.579392665,1.709445872,1.83843533,1.942381267,2.001051262,2.00339925,1.964550454,1.913251831,1.861276285,1.79600998,1.718753097,,,,,,
Mongolia,MNG,"Population, total",SP.POP.TOTL,1689622,1733475,1777727,1823216,1871090,1921881,1976310,2033344,2089715,2141011,2184145,2217917,2243495,2263186,2280479,2298020,2316568,2335734,2355664,2376225,2397418,2419588,2443271,2468762,2496391,2526424,2558856,2593820,2631898,2673796,2719896,2770362,2824699,2881792,2940108,2998439,3056359,3113779,3170208,3225167,3278000,3329000,3378000,3425000,3470000,3514000
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,1.003961057,1.186938495,1.295577453,1.270428519,1.067109566,0.748418872,0.381334703,0.071225601,-0.120274095,-0.138716842,-0.032812754,0.120809886,0.232144827,0.271440062,0.199581093,0.052816572,-0.115971437,-0.243010698,-0.305295583,-0.419325616,-0.027974019,0.402363248,0.400750772,0.399151169,0.177216476,0.147929262,0.124299813,0.138110348,0.177475867,0.214529296,0.183239906,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724,0.023142531,0.011247907,-0.023461353,-0.014465221,,,,,,
Montenegro,MNE,"Population, total",SP.POP.TOTL,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622137,622000,622000,622000,622000,621000,621000
Morocco,MAR,Population growth (annual %),SP.POP.GROW,2.394983994,2.420213525,2.43257874,2.406367941,2.333823164,2.231317037,2.116309734,2.011445232,1.927543801,1.873384213,1.838191235,1.809361545,1.769659621,1.711343154,1.627937342,1.529636873,1.431577587,1.346089112,1.274059696,1.220063548,1.18141041,1.148669219,1.121322244,1.107806757,1.109662648,1.123811218,1.139811914,1.158636566,1.190237718,1.23619458,1.289222897,1.346536709,1.393605966,1.415232839,1.403845047,1.368838447,1.32597922,1.287002655,1.250794964,1.22105093,,,,,,
Morocco,MAR,"Population, total",SP.POP.TOTL,19990012,20479715,20984009,21495086,22002643,22499110,22980335,23447252,23903592,24355619,24807462,25260404,25711406,26155203,26584478,26994250,27383473,27754571,28110443,28455509,28793679,29126330,29454768,29782884,30115214,30455561,30804683,31163673,31536811,31929087,32343389,32781850,33241898,33715693,34192347,34663603,35126296,35581294,36029138,36471769,36911000,37345000,37773000,38194000,38606000,39010000
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,2.514472357,2.403298029,2.296387765,2.029644997,1.566110772,1.009996459,0.345451366,-0.173542381,-0.221896457,0.375044144,1.406174658,2.589814548,3.523386633,4.01051768,3.937219323,3.518039679,3.035216634,2.699626591,2.509928774,2.526631965,2.676309529,2.83852544,2.932489207,2.976679703,2.953464449,2.887865831,2.820144111,2.775188458,2.745479417,2.736925889,2.743721432,2.749233949,2.753116358,2.769039684,2.798568532,2.834860784,2.872120456,2.900629142,2.913458975,2.907137438,,,,,,
Mozambique,MOZ,"Population, total",SP.POP.TOTL,11630194,11913088,12189824,12439762,12636116,12764387,12808558,12786349,12758008,12805946,12987292,13328032,13806001,14370946,14948048,15483286,15960442,16397183,16813949,17244188,17711927,18221888,18764155,19331100,19910552,20493925,21080110,21673316,22276596,22894710,23531574,24187487,24862648,25560725,26286163,27042002,27829942,28649007,29495962,30366036,31255000,32163000,33089000,34035000,35000000,35985000
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,2.194635664,2.173902304,2.143490732,2.097734953,2.033687805,1.955852198,1.881739661,1.807546117,1.714260422,1.598149224,1.471448092,1.333742473,1.213624069,1.145066673,1.143877971,1.187319546,1.24638692,1.285289498,1.288625438,1.241638655,1.159581323,1.076001574,1.005095607,0.932142376,0.859414762,0.790533451,0.714756263,0.647832474,0.619115071,0.640299595,0.694989178,0.767385401,0.826303883,0.849756952,0.822712022,0.762033335,0.689521233,0.633962381,0.608482652,0.625548337,,,,,,
Myanmar,MMR,"Population, total",SP.POP.TOTL,34224313,34976462,35734272,36491800,37241527,37977086,38698482,39404335,40085651,40731426,41335199,41890197,42401684,42890002,43383428,43901598,44452206,45027233,45611220,46181077,46719701,47225120,47702171,48148902,48564484,48949924,49301050,49621475,49929642,50250367,50600818,50990615,51413698,51852451,52280807,52680726,53045226,53382581,53708395,54045420,54410000,54806000,55227000,55664000,56101000,56528000
Namibia,NAM,Population growth (annual %),SP.POP.GROW,2.135279119,2.170969196,2.210749011,2.37213904,2.672189429,3.039429842,3.427628212,3.71028716,3.792500725,3.634792349,3.327473641,2.98947121,2.71084495,2.483348153,2.333877684,2.239006818,2.158113413,2.061945897,1.959842544,1.843566356,1.726197374,1.608605476,1.515649273,1.4793442,1.511993064,1.589970222,1.688022879,1.769704072,1.821326286,1.825753998,1.801512464,1.769492384,1.750389687,1.749070286,1.77153652,1.807851372,1.846297158,1.872154337,1.882279294,1.872480881,,,,,,
Namibia,NAM,"Population, total",SP.POP.TOTL,1057727,1080941,1105104,1131632,1162279,1198148,1239928,1286797,1336536,1386010,1432905,1476388,1516958,1555101,1591822,1627865,1663378,1698032,1731639,1763859,1794571,1823672,1851523,1879117,1907745,1938320,1971317,2006514,2043394,2081044,2118874,2156701,2194784,2233510,2273430,2314904,2358041,2402603,2448255,2494530,2541000,2587000,2634000,2680000,2727000,2774000
Nauru,NRU,Population growth (annual %),SP.POP.GROW,1.627958073,1.716230649,1.799582951,1.890228618,1.903203091,2.056047232,2.118328744,2.074384845,2.197890672,2.355616008,2.417196961,2.688417659,2.687844944,2.530036018,2.030380068,1.230726507,0.413146128,-0.234532684,-0.773151126,-1.104037102,-1.077658847,-1.187246332,-1.112380422,-1.074851112,-0.924815598,-0.536682975,-0.213447253,0.142348778,0.496631031,0.484115923,0.661855605,0.518394143,2.183406957,5.138571156,9.109230951,5.114564154,4.498486084,-1.334638904,-1.344820893,-0.972916514,,,,,,
Nauru,NRU,"Population, total",SP.POP.TOTL,7741,7875,8018,8171,8328,8501,8683,8865,9062,9278,9505,9764,10030,10287,10498,10628,10672,10647,10565,10449,10337,10215,10102,9994,9902,9849,9828,9842,9891,9939,10005,10057,10279,10821,11853,12475,13049,12876,12704,12581,13000,13000,13000,13000,13000,13000
Nepal,NPL,Population growth (annual %),SP.POP.GROW,2.286626525,2.309424973,2.32962234,2.332405074,2.313658111,2.284953496,2.236958724,2.203089238,2.227984829,2.327081086,2.465687227,2.610501583,2.708677105,2.729223392,2.653261058,2.51165238,2.355607559,2.213505458,2.073169994,1.941662465,1.817273368,1.681592739,1.542724377,1.426524776,1.340497508,1.271055309,1.243735705,1.204561266,1.070696422,0.810307142,0.481206223,0.10443136,-0.190907924,-0.266959829,-0.040799013,0.400968922,0.906849996,1.333612899,1.653980239,1.837337077,,,,,,
Nepal,NPL,"Population, total",SP.POP.TOTL,15016402,15367230,15729431,16100617,16477473,16858310,17239673,17623693,18020753,18445028,18905478,19405504,19938320,20489975,21040904,21576071,22090352,22584775,23057883,23509964,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,26906926,27015031,27261131,27627124,28087871,28608710,29137000,29675000,30226000,30770000,31286000,31757000
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.791331808,0.686046798,0.458559864,0.379222596,0.39693319,0.46632652,0.554957726,0.634526879,0.646096228,0.599907213,0.688603823,0.788031035,0.756056593,0.69699133,0.602938474,0.493927373,0.461395748,0.514767002,0.616640531,0.665493187,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.466428782,0.370055035,0.294820793,0.359828173,0.443220089,0.53217888,0.591203366,0.583933409,0.58572446,,,,,,
Netherlands,NLD,"Population, total",SP.POP.TOTL,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17332850,17368000,17405000,17442000,17477000,17510000,17540000
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,1.112917608,1.839457595,2.115563554,2.038114026,1.964438067,1.829518523,1.860220415,1.982131906,1.943605838,1.965284643,2.368989136,2.577967007,2.498715148,2.578822274,2.666625017,2.261522218,1.915332709,1.931976819,1.898767879,1.89876221,1.901374378,1.901793221,1.898811419,1.703765144,1.521461098,1.518467354,1.495754382,1.473710882,1.452307684,1.309615607,1.533215429,1.825085374,1.811679043,1.779440428,1.65510643,1.6098044,1.512006217,1.364718613,1.314666088,1.3080311,,,,,,
New Caledonia,NCL,"Population, total",SP.POP.TOTL,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550,280350,284060,287800,291000,293000,296000,299000,301000,304000
